"","X.1","X","author_name","author_url","language","place_id","profile_photo_url","rating","relative_time_description","text","time","cleaned_text","text_tag","nooffoodtags","tag_american","tag_mediterranean","tag_caribbean","tag_vegan","tag_fast.food","tag_breweries","tag_sum","tag_bars","tag_french","tag_soup","tag_bagels","tag_vietnamese","tag_italian","tag_steakhouses","tag_burgers","tag_hawaiian","tag_chicken.wings","tag_middle.eastern","tag_comfort.food","tag_food.trucks","tag_salad","tag_southern","tag_karaoke","tag_sandwiches","tag_soul.food","tag_greek","tag_cheesesteaks","tag_poke","tag_vegetarian","tag_gluten.free","tag_desserts","tag_breakfast.brunch","tag_diners","tag_mexican","tag_tex.mex","tag_delis","tag_hot.dogs","tag_chinese","tag_barbeque","tag_buffets","tag_thai","tag_noodles","tag_wraps","tag_asian.fusion","tag_cafes","tag_donuts","tag_pizza","tag_japanese","tag_indian","tag_korean","tag_local.flavor","tag_seafood","Latitude","Longitude","state","city","zipCode","address","name"
"24",24,24,"enrique lezama","https://www.google.com/maps/contrib/115011484523790666082/reviews","en","ChIJqwVx6VHEyIARfYnBVXjCGYU","https://lh3.googleusercontent.com/-bjWLlYAYmTQ/AAAAAAAAAAI/AAAAAAAAAJI/OGfJjZgcLLM/s128-c0x00000000-cc-rp-mo/photo.jpg",3,"in the last week","decent prices, casino floor air is a little smoky, so is the halls heading to your rooms. rooms themselves are not smoky and clean. great place to hang out at the bar and play poker for free drinks",1554377003,"decent price casino floor air littl smoki hall head room room themselv smoki clean great place hang bar play poker free drink"," poke",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1137617,-115.1526489,"NV","las vegas","89169","4100 Paradise Rd","silver sevens hotel & casino"
"25",25,25,"sam hamed","https://www.google.com/maps/contrib/114098957976162513521/reviews","en","ChIJqwVx6VHEyIARfYnBVXjCGYU","https://lh3.googleusercontent.com/-CzntJ7_YDiA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfWsG-c_cOOx_Fa9-S_vTeQOa1fWA/s128-c0x00000000-cc-rp-mo-ba5/photo.jpg",4,"3 weeks ago","went to the casino for a quick steak dinner. the steak dinner wasn't bad, included a salad, steak with veggie and mashed potato, and finished with ice cream. 16.99 without card and 4 bucks off with the card, so for 12.99 it was a pretty good meal deal. the casino is rather quiet which could be a good thing to some. i would go again.",1552451939,"went casino quick steak dinner steak dinner bad includ salad steak veggi mash potato finish ice cream without card buck card pretti good meal deal casino rather quiet could good thing would go"," salad",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1137617,-115.1526489,"NV","las vegas","89169","4100 Paradise Rd","silver sevens hotel & casino"
"26",26,26,"jana tolman","https://www.google.com/maps/contrib/114209490738324369848/reviews","en","ChIJwWKyCjzEyIARSGs0dqKp_Ts","https://lh5.googleusercontent.com/-Y95Vn4JPYkI/AAAAAAAAAAI/AAAAAAAAXEs/mPd_VmX1cr8/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"in the last week","we had a great experience for breakfast with our three kiddos! we were a bit of an anomaly with our 3 kids, six and under, when we waltzed in for breakfast around 8:00. the staff was extremely friendly and accommodating, even going out of their way to seat us somewhere we could park our stroller right by our table. our server, michael, was awesome. he obviously knew the menu very well, and since it was our first experience there, gave us recommendations. my husband and i split the sage fried chicken benedict and our kids split a french toast combo and a pancake combo between three of them. the portions were enormous, and the food was delicious. 

our server even went out of his way to make sure my husband and i were both happy when we disagreed about if we wanted the original fried chicken or nashville hot style with our benedict by putting in a special request for all three sauce options on the side instead of making us choose. 

also. the kiwi watermelon lemonade is a must. so good. we will definitely be stopping in the next time we are in vegas. we all left with full tummies and smiles on our faces. thanks hash house!! ????",1554349466,"great experi breakfast three kiddo bit anomali kid six waltz breakfast around staff extrem friend accommod even go way seat us somewher could park stroller right tabl server michael awesom obvious knew menu veri well sinc first experi gave us recommend husband split sage fri chicken benedict kid split french toast combo pancak combo three portion enorm food delici server even went way make sure husband happi disagre want origin fri chicken nashvill hot style benedict put special request three sauc option side instead make us choos also kiwi watermelon lemonad must good definit stop next time vega left full tummi smile face thank hash hous"," french",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1180804,-115.1710155,"NV","las vegas","89109","3535 S Las Vegas Blvd","hash house a go go at the linq"
"27",27,27,"gayle jacobs","https://www.google.com/maps/contrib/116562055380417375968/reviews","en","ChIJvUdRyzDEyIARI1pF9okesXg","https://lh6.googleusercontent.com/-wJwvYN4GU2A/AAAAAAAAAAI/AAAAAAAAAAc/t8USQY_q8Oc/s128-c0x00000000-cc-rp-mo/photo.jpg",3,"in the last week","great food and awesome customer service!!! we stopped for a quick lunch since they offer vegan/vegetarian options and stella's did not let us down!! i had the italian veggie sandwich and it was delicious!!!! their strawberry lemonade is fresh and soooo yummy! and the coffee the perfect way to end a great lunch. if i am ever back here i would definitely come again!! would recommend this place",1554048522,"great food awesom custom servic stop quick lunch sinc offer vegan vegetarian option stella let us italian veggi sandwich delici strawberri lemonad fresh soooo yummi coffe perfect way end great lunch ever back would definit come would recommend place"," italian vegan vegetarian",3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1124662,-115.1721916,"NV","las vegas","89109","3655 S Las Vegas Blvd","eiffel tower restaurant"
"28",28,28,"amy g","https://www.google.com/maps/contrib/112432548556772130775/reviews","en","ChIJOV4Pe03EyIARKqtoP6l1E1Y","https://lh4.googleusercontent.com/-nVrhGk6pI6o/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re4Iq8N423wevMO5-zsshKfyh7wFA/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"in the last week","breakfast was great!  sweet cream pancakes were accurately named.
fun atmosphere - i love diners.
service was a bit slow after we received our meal.  refills were slow.
very friendly staff.",1554558239,"breakfast great sweet cream pancak accur name fun atmospher love diner servic bit slow receiv meal refil slow veri friend staff"," diners",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1090823,-115.1545962,"NV","las vegas","89169","4455 Paradise Rd","mr. lucky's 24/7"
"29",29,29,"pedro contreras","https://www.google.com/maps/contrib/100574916328356980198/reviews","en","ChIJOV4Pe03EyIARKqtoP6l1E1Y","https://lh5.googleusercontent.com/-janwo7F92-k/AAAAAAAAAAI/AAAAAAAAbto/C69xtNMKxrI/s128-c0x00000000-cc-rp-mo-ba5/photo.jpg",1,"a month ago","the place is nice and friendly, food has a catchy presentation but no flavor. domestic beer ($7.00) ridiculously expensive, but honest to say that i like the salad and the company of my beautiful wife.  sadly to say that i don't recommend this restaurant. pedro|contreras",1550245696,"place nice friend food catchi present flavor domest beer ridicul expens honest say like salad compani beauti wife sad say recommend restaur pedro contrera"," salad",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1090823,-115.1545962,"NV","las vegas","89169","4455 Paradise Rd","mr. lucky's 24/7"
"30",30,30,"abdullah al suhaim","https://www.google.com/maps/contrib/102387038133382331941/reviews","en","ChIJZReBqU_EyIARNiPFO6dAQoc","https://lh6.googleusercontent.com/-EsDRPUw3OQM/AAAAAAAAAAI/AAAAAAAAAJM/QF8XkZ32O2s/s128-c0x00000000-cc-rp-mo-ba5/photo.jpg",5,"a week ago","liked it a lot, the launch prices are almost half of the dinners???, the lam chops and beef rip-eye are to die for.. the salad bar also is very good.. loved the apple salad. you can use the salad bar only for 15$",1553576575,"like lot launch price almost half dinner lam chop beef rip eye die salad bar also veri good love appl salad use salad bar onli"," salad",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1150197,-115.1564462,"NV","las vegas","89169","360 E Flamingo Rd","fogo de chao brazilian steakhouse"
"31",31,31,"darren thornton","https://www.google.com/maps/contrib/111293283168242923155/reviews","en","ChIJcUf7yVLEyIARfMKFu_oijC0","https://lh3.googleusercontent.com/-Q5graZpeYus/AAAAAAAAAAI/AAAAAAAAUqU/xz8fn8Hf1FQ/s128-c0x00000000-cc-rp-mo-ba5/photo.jpg",5,"a month ago","always a great time at hofbrauhaus!! we went on a monday and it was pretty dead, yet the staff still do a great job making it a fun experience. shot and a swat is good, clean, wholesome fun for everyone. the burgers are delicious, and let's face it... you're here for the beer. you won't be disappointed!",1551386414,"alway great time hofbrauhaus went monday pretti dead yet staff still great job make fun experi shot swat good clean wholesom fun everyon burger delici let face beer disappoint"," burgers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.107666,-115.151348,"NV","las vegas","89169","4510 Paradise Rd","hofbrauhaus las vegas"
"32",32,32,"enya doherty","https://www.google.com/maps/contrib/115701774795630849236/reviews","en","ChIJCa81jTdTBogRmcaEF_I9ta0","https://lh6.googleusercontent.com/-ocmAUSxZL9I/AAAAAAAAAAI/AAAAAAAAAMU/JlSFhnLEXY0/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"in the last week","if i could give 0 stars i would for this location. i have gotten noodles and co before and had a great experience. the staff in the kitchen was yelling and swearing. our food came out and i ordered the pad thai. instead of having a normal amount of egg mixed in it was just a giant piece of burnt egg on top of the noodles. sad.",1554059637,"could give star would locat gotten noodl co befor great experi staff kitchen yell swear food came order pad thai instead normal amount egg mix giant piec burnt egg top noodl sad"," thai noodles",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43.0749386,-89.3895435,"WI","madison","53703","232 State St","noodles and company"
"33",33,33,"chris timmerman","https://www.google.com/maps/contrib/116313326269479506226/reviews","en","ChIJCa81jTdTBogRmcaEF_I9ta0","https://lh5.googleusercontent.com/-Y0xMzFfwb2o/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf9XODBfMKzpKfLqPYNPJwnP0sAdw/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"3 months ago","went to get something to eat and girlfriend ordered gluten free noodles and they forgot them and order was for takeout but they didn???t box it up then we were sitting and waiting and watched them box up the food and just dump it in the containers. they had no care for our food!  guy said sorry for that it???s has been busy today but there was one other person in the place. 

never going there again! i cannot give 0 stars other wise i would have!",1545605932,"went get someth eat girlfriend order gluten free noodl forgot order takeout box sit wait watch box food dump contain care food guy said sorri busi today one person place never go give star wise would"," noodles glutenfree",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.0749386,-89.3895435,"WI","madison","53703","232 State St","noodles and company"
"34",34,34,"jonathan sharpe","https://www.google.com/maps/contrib/102844552491140230642/reviews","en","ChIJCa81jTdTBogRmcaEF_I9ta0","https://lh3.googleusercontent.com/-5xglMqHzv3g/AAAAAAAAAAI/AAAAAAAAABY/DbBKQ6PgciA/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"4 months ago","in  general enjoyed my experience at this noodles location. it wasn???t the most amazing meal i???ve ever tasted, but it also wasn???t the worst meal either. the mac n cheese is a classic that i recommend picking up if you swing in.  also the pesto chicken was tasty!",1541892864,"general enjoy experi noodl locat amaz meal ever tast also worst meal either mac chees classic recommend pick swing also pesto chicken tasti"," noodles",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.0749386,-89.3895435,"WI","madison","53703","232 State St","noodles and company"
"35",35,35,"jason allor","https://www.google.com/maps/contrib/116345371147921606717/reviews","en","ChIJCa81jTdTBogRmcaEF_I9ta0","https://lh6.googleusercontent.com/-8pm5yKbADCw/AAAAAAAAAAI/AAAAAAAA-qU/B06zuPsHhmc/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"in the last week","love the med salad. nick was awesome.",1554327829,"love med salad nick awesom"," salad",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0749386,-89.3895435,"WI","madison","53703","232 State St","noodles and company"
"36",36,36,"peter fleischhacker","https://www.google.com/maps/contrib/101242078746352656402/reviews","en","ChIJDWlcMmtTBogRYnPoIJBC5EU","https://lh5.googleusercontent.com/-8CdW7hpOBQM/AAAAAAAAAAI/AAAAAAAACJs/Gz6mLW7rsjw/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"in the last week","excellent example of the wisconsin tavern culture. sunday all day happy hour delivers $4.25 half liters of good german beer in one bar on the premises. there are two other bars and a restaurant as well as a hotel in the same property.",1554127178,"excel exampl wisconsin tavern cultur sunday day happi hour deliv half liter good german beer one bar premis two bar restaur well hotel properti"," bars",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.076216,-89.3765367,"WI","madison","53703","514 E Wilson St","essen haus restaurant and bar"
"37",37,37,"jennifer hall","https://www.google.com/maps/contrib/106247607162971122083/reviews","en","ChIJS-sgezRTBogRMMQhlZ9JNes","https://lh5.googleusercontent.com/-_4o1ru2m-Zk/AAAAAAAAAAI/AAAAAAAAFq8/Wg4srAC7e8A/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"3 months ago","this place hasn't changed a bit!
i frequented this place while i attended u.w. and even worked there. i was thrilled to take my family there on our recent visit especially since it was my brother's birthday and he got free draft beer while we were there. 
the place looks the same and offers some dishes i remember (their iconic gritty burger for one). we got a few cheese curd apps which were both great. my southern family members were pleasantly surprised by good fried cheese can be. my husband got a local beer flight which was perfect for him. 
our burgers were good and cooked well. 
my only complaint is that our server was not good. he had no idea what the burger of the day was even though it was a burger that had been running all week long and was raising money for charity. i just told you more information about the burger than he knew. he was not very attentive and seemed to have minimal knowledge of good table service. 
it was nice to see eric's familiar face smiling at the door when we walked in. great little piece of nostalgia that i got to share with my kids and husband.",1546724735,"place chang bit frequent place attend even work thrill take famili recent visit especi sinc brother birthday got free draft beer place look offer dish rememb icon gritti burger one got chees curd app great southern famili member pleasant surpris good fri chees husband got local beer flight perfect burger good cook well onli complaint server good idea burger day even though burger run week long rais money chariti told inform burger knew veri attent seem minim knowledg good tabl servic nice see eric familiar face smile door walk great littl piec nostalgia got share kid husband"," burgers southern",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.071836,-89.3956336,"WI","madison","53703","223 N Frances St","nitty gritty-madison"
"38",38,38,"christine jacobs","https://www.google.com/maps/contrib/111778354813505035406/reviews","en","ChIJgYdaZ8WsB4gRRTgoP_sYlaE","https://lh4.googleusercontent.com/-pxuIGx2Y9ms/AAAAAAAAAAI/AAAAAAAAOAA/fyCOJRo3-aY/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"in the last week","very quaint little place, warm and inviting with egg rolls to die for! i like that the karaoke rooms are small and personal for you and your own group of friends! friendly staff, great food.",1553969304,"veri quaint littl place warm invit egg roll die like karaok room small person group friend friend staff great food"," karaoke",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0678807,-89.4084596,"WI","madison","53715","1336 Regent St","nam's noodle & karaoke bar"
"39",39,39,"airbagabe","https://www.google.com/maps/contrib/106951268016197425484/reviews","en","ChIJgYdaZ8WsB4gRRTgoP_sYlaE","https://lh4.googleusercontent.com/-ZB0I5SZ77Lo/AAAAAAAAAAI/AAAAAAAAA4o/Ud65FSc8_cc/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"2 weeks ago","pretty basic thai/chinese fare but affordable and tasty. a bit small in there. 2-for-1 weekday beer special is nice",1553051908,"pretti basic thai chines fare afford tasti bit small weekday beer special nice"," chinese thai",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.0678807,-89.4084596,"WI","madison","53715","1336 Regent St","nam's noodle & karaoke bar"
"40",40,40,"robert heideman","https://www.google.com/maps/contrib/113227502705269439319/reviews","en","ChIJAyWDx2tTBogRtlWv_fF2OpU","https://lh3.googleusercontent.com/-pqpfM7pHkjE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc0jchET-JCWqDNU4ygkiqAqcF4bQ/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"4 weeks ago","great full menu.  some of the best pool tables in town.  it's nested around 2 other bars.  parking can be hard when there is a show going on.",1552063976,"great full menu best pool tabl town nest around bar park hard show go"," bars",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0798171,-89.3762962,"WI","madison",NA,"The Brink Lounge","brass ring bar & restaurant"
