"","Checkin_2010","Checkin_2011","Checkin_2012","Checkin_2013","Checkin_2014","Checkin_2015","Checkin_2016","Checkin_2017","Checkin_2018"
"659",0,0,0,0,0,0,0,120,123
"660",3,18,8,7,7,4,5,11,4
"661",0,0,0,0,0,1021,1204,672,453
"662",0,3,0,2,0,3,3,0,1
"663",0,0,0,0,0,27,120,137,88
"664",1,2,2,0,0,1,0,0,0
"665",0,0,0,0,0,0,0,0,25
"666",0,0,2,12,9,2,2,2,1
"667",0,0,0,0,0,5,10,5,3
"668",80,217,146,76,55,26,13,10,5
"669",0,0,0,0,0,5,3,0,0
"670",17,71,66,92,88,120,65,47,31
"671",0,1,8,2,0,1,1,0,0
"672",0,3,23,46,86,41,51,49,44
"673",0,0,0,0,0,0,0,193,130
"674",0,0,0,0,0,0,17,15,18
"675",14,35,77,66,74,78,33,15,9
"676",0,0,0,0,0,0,0,0,26
"677",0,0,0,0,0,0,0,2,5
"678",7,41,51,61,74,66,62,35,42
"679",1,7,6,12,12,21,17,7,10
"680",0,0,0,0,0,0,1,0,0
"681",0,0,0,0,0,0,1320,1152,867
"682",0,0,0,3,2,0,1,2,2
"683",0,0,0,0,21,21,19,21,10
"684",4,58,43,28,41,49,24,18,5
"685",0,3,5,4,0,12,3,2,2
"686",1,34,30,48,57,49,59,29,53
"687",0,0,1,1,5,3,2,0,0
"688",0,0,0,0,0,6,10,7,2
"689",7,11,4,7,19,8,10,4,6
"690",0,0,0,0,0,0,6,1,0
"691",0,0,0,0,0,0,26,53,41
"692",0,6,5,17,5,5,2,2,1
"693",0,0,0,0,0,0,0,0,4
"694",16,97,112,87,80,41,36,29,32
"695",27,134,152,144,85,64,42,38,54
"696",0,0,0,0,0,0,223,152,130
"697",22,503,641,842,618,407,477,366,215
"698",1,12,17,16,26,26,19,32,26
"699",0,0,0,1,0,0,0,0,0
"700",0,1,0,2,4,11,5,7,3
"701",0,0,0,0,5,0,0,0,0
"702",0,0,0,0,0,0,0,83,208
"703",2,17,8,2,7,13,17,13,4
"704",0,13,41,36,25,26,23,19,21
"705",0,0,0,0,2,137,99,28,22
"706",0,1,3,1,1,0,0,0,0
"707",9,36,56,58,37,30,20,25,43
"708",0,0,1,2,3,4,3,5,2
"709",0,0,0,0,0,0,0,0,11
"710",0,10,36,15,12,8,4,0,3
"711",0,0,0,0,0,0,0,6,1
"712",0,0,0,0,0,1,0,0,2
"713",0,0,0,0,2,4,0,0,0
"714",4,17,26,29,28,32,34,11,14
"715",0,0,0,0,0,0,7,10,20
"716",0,0,0,0,0,121,70,39,36
"717",12,124,174,146,81,80,80,43,32
"718",0,0,0,0,0,0,0,2,2
"719",0,604,1116,1246,609,635,343,329,221
"720",0,4,10,4,1,1,2,1,1
"721",0,0,0,0,0,34,18,23,15
"722",3,13,11,12,20,15,25,11,10
"723",0,0,0,14,78,32,25,21,7
"724",7,38,66,104,70,118,184,135,69
"725",1,5,17,11,6,4,12,27,7
"726",2,4,8,4,4,2,4,2,0
"727",0,5,4,3,9,7,10,5,7
"728",6,32,28,8,13,3,9,5,13
"729",25,76,32,62,88,52,29,25,21
"730",13,31,46,56,48,43,39,19,20
"731",0,1,4,15,13,1,0,1,2
"732",0,0,0,3,3,5,9,9,4
"733",0,0,0,0,0,0,26,57,25
"734",0,0,0,0,0,0,0,37,37
"735",0,1,4,2,2,0,4,1,0
"736",2,4,1,2,2,1,10,5,0
"737",1,0,0,0,0,15,11,4,16
"738",99,434,575,682,578,499,341,274,179
"739",0,0,0,0,0,0,2,8,10
"740",0,0,0,0,0,0,0,0,54
"741",0,0,0,0,0,2,41,51,69
"742",0,1,6,1,1,0,3,1,2
"743",0,12,33,33,33,36,49,15,19
"744",0,0,0,0,0,0,0,17,35
"745",1,0,0,2,3,3,3,3,3
"746",0,0,0,0,2,7,13,15,3
"747",0,0,0,24,29,29,22,7,3
"748",0,0,0,0,0,1,0,0,0
"749",0,0,0,0,6,4,1,3,2
"750",0,0,1,1,7,16,12,7,8
"751",0,0,0,0,8,9,2,16,5
"752",29,68,113,124,127,111,116,99,44
"753",0,0,0,0,0,0,4,93,20
"754",3,15,5,5,3,8,14,3,9
"755",1,0,1,3,1,1,1,0,1
"756",0,5,34,65,64,67,80,32,29
"757",0,0,1,3,1,0,2,0,0
"758",0,0,0,0,49,72,70,75,62
"759",0,0,0,0,0,11,28,22,10
"760",0,0,0,0,0,1,18,4,4
"761",0,0,0,0,0,0,10,67,22
"762",0,0,4,0,0,0,1,2,0
"763",21,87,74,92,69,67,47,29,13
"764",0,0,0,0,0,0,0,0,1
"765",0,0,0,0,0,0,0,0,18
"766",63,161,267,264,215,230,173,115,107
"767",16,24,35,37,41,41,23,18,11
"768",0,0,0,0,0,0,0,4,6
"769",0,0,0,0,0,0,0,39,15
"770",0,1,3,2,5,2,0,7,2
"771",0,0,0,0,0,0,0,0,10
"772",0,0,0,0,0,0,0,25,31
"773",25,69,90,148,130,159,148,190,82
"774",38,111,169,238,180,176,177,174,110
"775",34,122,145,250,223,212,189,143,91
"776",0,0,0,0,5,69,58,155,90
"777",0,0,0,0,44,98,50,33,22
"778",8,68,103,139,121,149,142,121,118
"779",0,0,0,0,0,0,0,26,29
"780",2,10,6,16,15,8,9,5,6
"781",0,0,0,0,0,0,70,47,45
"782",0,0,0,38,53,125,208,215,129
"783",0,1,0,3,3,1,2,1,1
"784",1,0,6,19,15,12,14,4,8
"785",0,0,0,0,0,0,0,0,33
"786",3,10,13,27,19,44,12,8,5
"787",0,0,0,0,0,0,1,0,0
"788",0,0,0,59,33,28,19,28,15
"789",0,0,0,0,0,0,0,6,9
"790",0,3,4,0,4,0,6,1,4
"791",0,0,0,0,2,1,1,2,1
"792",1,0,1,2,3,2,6,6,0
"793",0,1,4,0,1,2,0,4,4
"794",0,7,45,19,20,37,5,0,0
"795",0,0,0,0,1,0,1,0,0
"796",11,31,49,47,23,29,23,28,23
"797",13,57,131,135,73,30,38,10,9
"798",0,0,3,1,0,0,0,0,5
"799",0,1,4,0,0,3,1,1,2
"800",0,0,1,83,53,56,26,27,9
"801",2,2,3,7,9,11,14,6,4
"802",0,0,4,10,30,15,6,10,3
"803",1,6,12,9,12,15,13,18,5
"804",0,0,1,16,23,24,4,2,5
"805",0,0,0,0,0,0,3,1,0
"806",4,53,29,99,148,138,94,98,46
"807",1,1,0,0,1,6,2,2,1
"808",0,0,0,0,0,0,0,0,1
"809",2,1,0,1,0,0,2,0,9
"810",5,6,13,8,9,14,6,11,8
"811",104,346,582,930,994,964,575,356,233
"812",0,0,0,0,0,0,0,0,3
"813",2,3,3,3,1,11,11,11,8
"814",0,0,0,0,0,0,0,188,273
"815",0,0,169,386,307,289,249,245,142
"816",7,40,48,94,56,37,45,37,42
"817",53,260,189,194,282,170,97,77,61
"818",14,59,156,391,211,125,85,84,84
"819",0,30,64,80,34,36,50,48,21
"820",0,0,0,0,0,672,569,364,256
"821",19,58,97,120,124,136,101,83,51
"822",0,0,22,26,12,6,7,6,5
"823",0,0,0,0,0,0,0,6,1
"824",0,0,0,0,1,3,0,4,0
"825",0,0,0,0,0,0,18,66,10
"826",0,0,0,0,0,46,36,27,26
"827",3,23,15,26,16,10,6,8,11
"828",0,5,22,15,8,13,13,8,9
"829",3,28,33,29,41,34,38,23,17
"830",6,20,34,42,40,25,23,17,18
"831",0,3,1,1,3,22,3,2,1
"832",0,3,0,0,0,2,3,0,1
"833",0,0,0,0,0,0,1,0,0
"834",0,0,0,850,1136,753,484,400,160
"835",0,0,0,1,2,0,15,5,0
"836",0,1,3,9,1,1,2,4,0
"837",0,94,155,227,186,163,150,126,74
"838",0,0,0,0,0,0,3,13,46
"839",0,0,0,0,0,0,0,45,27
"840",0,1,0,0,1,2,1,1,1
"841",1,1,3,1,2,5,17,5,6
"842",0,0,0,0,0,0,0,0,29
"843",22,81,92,99,132,119,109,71,58
"844",1,1,1,10,14,6,1,1,5
"845",0,0,0,0,0,0,16,38,45
"846",1,0,0,5,2,0,2,2,4
"847",0,0,0,0,0,0,63,703,249
"848",7,21,48,71,65,50,37,33,13
"849",0,0,0,0,0,0,34,56,47
"850",27,103,165,129,111,77,76,76,53
"851",4,61,85,87,76,83,81,85,53
"852",5,17,33,23,32,25,18,20,19
"853",0,0,5,9,8,6,4,1,2
"854",0,0,1,3,0,1,0,0,0
"855",1,1,2,8,1,14,9,8,9
"856",0,0,0,0,0,0,0,100,41
"857",0,1,9,9,4,10,4,0,0
"858",0,0,0,0,0,0,0,4,4
"859",9,27,30,30,23,30,63,51,22
"860",0,0,0,122,129,113,117,73,46
"861",0,1,2,1,8,2,1,1,2
"862",3,61,121,107,51,17,7,4,2
"863",3,4,12,25,27,16,18,8,7
"864",1,4,2,1,3,3,3,1,0
"865",0,0,0,0,0,0,0,0,3
"866",2,12,16,12,13,42,5,13,8
"867",0,1,1,0,2,1,0,0,1
"868",0,0,0,0,9,145,99,49,26
"869",0,1,2,11,12,7,5,10,16
"870",53,50,69,67,65,78,57,85,195
"871",0,2,2,1,1,3,3,0,0
"872",0,0,0,0,0,0,0,3,7
"873",0,1,8,27,13,54,33,31,23
"874",0,0,2,0,3,2,1,0,0
"875",23,56,77,100,139,153,84,63,59
"876",2,39,62,27,26,12,6,12,9
"877",0,0,0,0,0,0,151,290,253
"878",0,0,25,16,10,4,4,1,3
"879",75,368,405,428,352,252,243,278,167
"880",0,0,0,0,0,0,0,6,60
"881",1,0,0,0,0,1,2,0,0
"882",0,0,0,0,0,0,92,106,89
"883",2,2,78,21,40,22,28,26,14
"884",0,0,0,0,3,17,20,14,14
"885",0,0,0,63,56,50,29,24,10
"886",1,24,23,61,43,18,29,16,7
"887",0,3,7,6,10,29,34,22,12
"888",0,0,0,0,1,2,1,1,2
"889",0,0,0,0,332,468,679,387,236
"890",0,0,0,0,0,0,1,1,0
"891",0,1,2,11,10,14,6,8,5
"892",0,0,0,0,0,0,0,9,97
"893",18,34,37,28,13,12,10,14,16
"894",8,1,4,2,7,9,9,4,4
"895",3,179,98,92,159,65,102,58,35
"896",9,4,4,6,7,16,12,7,6
"897",0,1,0,1,3,5,4,6,8
"898",0,3,4,10,9,7,11,8,4
"899",0,7,3,2,1,0,0,0,0
"900",0,1,23,12,3,6,2,2,1
"901",4,22,41,41,67,32,21,12,13
"902",0,9,7,12,14,16,13,12,11
"903",2,12,21,17,15,14,11,15,6
"904",0,0,0,9,13,28,20,9,8
"905",0,0,0,0,11,14,21,13,8
"906",0,0,0,0,6,6,29,12,9
"907",1,19,17,26,32,19,13,13,7
"908",0,0,0,0,2,0,0,0,0
"909",0,0,0,0,0,0,0,0,54
"910",0,5,6,2,5,10,6,6,4
"911",0,0,0,0,0,3,1,3,0
"912",21,142,185,135,127,153,97,57,51
"913",98,468,694,551,418,349,272,190,128
"914",20,87,145,105,152,141,108,70,35
"915",13,104,84,83,81,105,192,62,15
"916",0,0,0,0,0,0,0,88,87
"917",36,138,168,156,143,133,145,93,82
"918",0,0,9,8,16,9,12,16,5
"919",0,0,0,0,0,0,0,6,7
"920",0,0,0,0,0,5,2,4,2
"921",0,0,6,8,7,5,6,10,10
"922",0,0,0,0,0,0,0,25,25
"923",0,0,0,2,840,320,323,196,216
"924",0,6,14,17,3,19,14,3,7
"925",2,6,25,23,12,6,3,3,10
"926",0,0,0,86,60,50,69,27,25
"927",4,4,29,21,9,2,4,1,5
"928",28,93,30,54,81,53,38,31,25
"929",0,0,0,0,6,1,2,0,0
"930",0,0,1,1,1,5,3,9,3
"931",0,0,0,1,3,9,4,4,4
"932",0,0,0,0,0,0,0,3,0
"933",5,8,11,21,25,24,10,7,9
"934",32,73,170,141,225,183,132,72,62
"935",5,19,31,46,33,29,33,24,21
"936",0,0,0,0,6,24,11,6,7
"937",0,0,164,167,122,134,130,110,60
"938",0,0,0,2,2,7,4,1,0
"939",0,0,0,0,1,0,2,1,1
"940",0,0,0,0,0,0,0,0,13
"941",0,0,0,0,2,0,0,1,1
"942",15,24,50,48,51,46,30,42,29
"943",0,2,8,7,2,1,2,1,0
"944",0,0,0,0,0,0,0,1,1
"945",0,0,0,0,0,0,0,53,118
"946",15,48,119,95,61,50,67,30,28
"947",0,0,13,130,114,91,72,60,43
"948",7,97,114,113,81,125,108,59,35
"949",32,55,59,43,36,14,20,13,20
"950",0,0,0,0,1,0,2,2,1
"951",0,0,0,34,127,133,114,87,54
"952",1,0,0,0,0,0,3,0,0
"953",1,0,0,3,0,0,0,0,0
"954",0,0,0,40,127,111,92,74,36
"955",0,0,0,0,0,0,0,0,1
"956",0,0,0,0,0,5,30,4,2
"957",2,2,3,0,5,20,5,7,6
"958",0,0,0,0,0,4,3,5,10
"959",0,5,5,7,4,2,1,1,1
"960",0,0,0,0,0,60,109,74,80
"961",2,2,18,13,9,12,21,37,23
"962",0,0,0,1,1,0,0,0,0
"963",0,0,4,7,5,10,8,13,4
"964",10,24,27,28,22,19,25,9,14
"965",34,509,584,257,287,211,124,97,92
"966",0,0,1,0,0,0,1,0,0
"967",2,19,52,86,68,9,30,12,7
"968",0,0,0,0,0,33,194,171,143
"969",0,0,0,0,0,0,0,112,326
"970",5,33,15,14,14,18,11,14,10
"971",2,3,6,2,2,4,1,1,0
"972",0,0,0,43,93,37,17,8,2
"973",2,8,58,10,32,21,14,12,15
"974",24,67,94,65,42,57,39,29,14
"975",24,90,96,119,72,74,55,137,52
"976",2,20,32,24,25,42,57,23,13
"977",0,8,5,24,19,24,7,11,29
"978",0,2,1,2,1,3,3,5,1
"979",0,0,0,0,3,51,87,84,25
"980",6,9,21,88,46,39,39,33,19
"981",2,24,31,32,35,73,57,59,36
"982",0,0,0,1,2,0,0,1,0
"983",12,58,98,114,101,103,62,59,34
"984",0,0,0,0,12,12,5,6,1
"985",0,13,27,42,47,52,43,87,47
"986",0,0,0,0,0,6,6,2,1
"987",6,13,30,47,27,14,6,4,2
"988",0,0,0,0,0,0,12,189,250
"989",2,11,15,7,9,8,20,3,6
"990",0,0,6,12,9,15,10,10,4
"991",0,0,58,214,196,201,154,130,108
"992",0,1,5,5,2,6,2,4,6
"993",10,5,8,24,24,26,24,14,18
"994",0,0,0,0,0,0,290,218,118
"995",0,0,0,0,0,0,0,0,4
"996",0,0,0,0,0,0,0,10,1
"997",2,3,6,10,19,21,49,40,13
"998",0,0,0,0,0,2,6,0,1
"999",0,5,16,26,22,23,23,10,2
"1000",2,7,16,23,13,15,14,14,10
"1001",0,0,0,0,99,104,82,69,50
"1002",12,174,159,135,129,133,130,127,105
"1003",0,0,0,0,0,0,1,5,5
"1004",0,0,2,2,2,3,0,3,0
"1005",0,0,0,0,0,0,0,22,42
"1006",0,0,0,0,0,0,0,2,0
"1007",0,1,2,3,3,3,3,2,0
"1008",0,0,0,0,0,73,146,96,74
"1009",0,0,0,0,0,0,0,1,20
"1010",4,20,32,44,34,21,13,18,12
"1011",6,19,23,20,14,23,13,4,6
"1012",0,0,0,0,0,0,0,7,2
"1013",1,2,2,3,8,4,10,4,6
"1014",0,0,0,196,159,173,118,73,41
"1015",0,0,0,0,0,2,2,2,2
"1016",4,38,49,66,32,32,20,52,35
"1017",35,307,226,182,201,217,182,145,138
"1018",0,0,0,0,0,0,3,2,1
"1019",0,12,25,11,6,9,1,3,3
"1020",0,0,0,11,9,12,10,9,8
"1021",2,10,40,33,30,17,18,7,6
"1022",0,0,0,0,0,0,125,117,75
"1023",0,0,0,0,0,1,0,2,1
"1024",0,0,0,10,0,0,6,0,3
"1025",0,0,0,0,0,0,0,1,0
"1026",18,46,73,102,84,78,79,125,121
"1027",0,0,0,0,0,0,28,29,25
"1028",0,0,58,196,94,80,46,46,41
"1029",0,0,0,0,6,6,6,5,2
"1030",0,0,0,0,0,0,0,0,37
"1031",0,0,0,0,20,42,40,30,17
"1032",0,4,5,8,10,7,11,11,1
"1033",59,123,171,146,138,98,108,86,49
"1034",0,0,0,0,0,49,322,156,99
"1035",0,0,55,65,40,44,39,26,21
"1036",0,0,0,0,0,0,154,336,150
"1037",0,0,0,0,0,0,1,22,22
"1038",0,170,134,78,69,68,114,105,59
"1039",0,1,10,14,1,2,7,0,1
"1040",0,1,2,5,4,4,1,4,2
"1041",4,7,2,1,6,7,7,47,34
"1042",5,39,35,38,40,32,35,24,18
"1043",0,0,0,0,0,0,8,4,8
"1044",0,0,0,0,0,0,0,0,12
"1045",0,56,141,97,76,43,28,23,17
"1046",0,3,0,0,0,0,0,0,0
"1047",0,0,0,0,8,40,25,35,5
"1048",1,13,24,8,18,20,10,4,8
"1049",0,2,2,4,11,4,3,0,4
"1050",0,0,0,0,0,20,139,154,102
"1051",0,0,0,60,470,310,241,160,94
"1052",0,0,76,64,83,118,96,76,53
"1053",0,0,0,0,0,0,1,62,17
"1054",7,13,14,10,36,34,21,17,11
"1055",0,252,467,572,652,733,651,455,292
"1056",0,0,0,0,0,0,0,138,103
"1057",6,28,45,48,43,43,26,16,18
"1058",0,0,0,0,0,0,0,0,70
"1059",2,30,62,47,51,25,18,21,40
"1060",0,0,0,0,0,2,26,15,9
"1061",73,152,198,152,141,96,102,82,55
"1062",0,0,0,0,0,0,0,0,7
"1063",0,0,0,0,0,0,0,3,15
"1064",0,3,2,0,1,0,0,1,0
"1065",3,13,27,59,47,45,45,47,30
"1066",0,0,0,0,0,0,0,0,61
"1067",49,148,241,275,221,206,153,132,109
"1068",0,1,7,5,6,3,0,1,0
"1069",0,0,0,0,0,0,0,2,30
"1070",1,3,5,4,2,4,1,2,3
"1071",0,0,0,0,0,0,43,436,270
"1072",0,0,1,0,1,0,0,3,5
"1073",23,80,116,70,89,69,62,57,30
"1074",0,6,22,41,50,29,23,20,11
"1075",0,1,2,5,5,3,3,5,9
"1076",1,7,9,14,14,23,4,10,6
"1077",1,13,7,1,2,2,2,1,0
"1078",0,0,0,0,0,2,4,1,0
"1079",0,0,4,0,3,4,1,6,1
"1080",0,1,21,34,20,36,24,23,25
"1081",32,21,36,51,36,38,56,62,46
"1082",0,0,0,0,0,0,2,0,1
"1083",0,1,0,27,34,3,4,2,4
"1084",0,0,0,0,48,57,46,57,24
"1085",1,8,38,33,48,35,27,29,7
"1086",1,3,6,18,11,10,18,4,3
"1087",0,30,61,48,52,57,49,38,31
"1088",0,0,0,0,214,228,185,127,117
"1089",0,0,0,59,31,33,25,21,18
"1090",41,56,71,62,67,89,78,38,34
"1091",0,0,0,0,0,0,62,101,100
"1092",0,4,46,121,27,79,46,23,32
"1093",0,0,0,0,0,30,24,13,17
"1094",0,0,0,0,0,0,13,14,12
"1095",0,1,2,0,0,1,0,0,3
"1096",0,0,0,0,0,6,4,1,1
"1097",0,6,3,12,9,1,5,1,7
"1098",0,0,0,0,0,0,6,49,34
"1099",0,3,0,4,3,0,0,1,2
"1100",0,0,0,0,0,0,8,44,42
"1101",0,8,83,99,159,178,178,171,116
"1102",0,0,0,0,0,0,0,0,276
"1103",1,37,33,63,45,24,18,5,6
"1104",0,0,0,0,0,0,1,9,1
"1105",0,0,0,0,0,0,0,9,133
"1106",0,0,0,6,4,7,20,7,8
"1107",0,0,50,45,28,53,84,67,58
"1108",3,17,17,35,29,16,12,6,7
"1109",0,0,0,0,0,0,45,127,123
"1110",2,1,5,6,11,14,6,9,4
"1111",0,0,0,0,24,18,9,15,8
"1112",0,1,7,11,1,1,2,6,1
"1113",0,0,0,0,0,0,0,6,7
"1114",0,0,0,0,0,0,0,0,10
"1115",2,7,22,21,56,19,7,16,15
"1116",0,0,0,0,0,0,2,4,4
"1117",0,0,0,0,0,0,44,92,28
"1118",0,0,0,0,5,4,12,13,18
"1119",2,4,12,19,13,4,8,11,3
"1120",0,0,0,3,2,12,15,5,12
"1121",0,5,1,6,1,1,0,0,0
"1122",0,0,4,6,2,14,0,3,2
"1123",1,14,18,36,34,28,17,10,5
"1124",0,0,0,0,0,0,0,9,41
"1125",0,0,0,0,0,0,56,277,186
"1126",0,0,0,0,175,145,112,73,72
"1127",0,0,0,13,30,37,20,15,13
"1128",0,2,0,0,0,3,1,2,5
"1129",0,0,1,1,0,0,1,0,0
"1130",0,0,0,0,0,7,22,21,7
"1131",3,1,6,4,0,1,2,4,1
"1132",0,0,0,0,0,0,0,7,9
"1133",3,9,23,65,112,53,27,19,19
"1134",5,44,38,54,29,35,34,28,32
"1135",0,4,7,8,9,3,4,5,2
"1136",65,180,215,189,154,122,109,123,76
"1137",0,3,4,17,4,3,5,3,2
"1138",0,0,0,0,0,0,0,0,8
"1139",8,37,12,14,8,8,6,2,4
"1140",0,0,0,0,14,9,12,5,12
"1141",0,3,5,17,23,26,14,14,4
"1142",0,5,3,7,11,9,9,11,1
"1143",0,0,0,0,0,0,13,55,31
"1144",3,29,22,18,23,9,13,10,4
"1145",0,2,6,7,11,14,22,8,6
"1146",0,0,0,0,0,0,0,0,10
"1147",0,0,1,2,1,0,1,0,0
"1148",0,0,0,6,4,1,5,0,0
"1149",0,0,0,0,0,4,6,3,3
"1150",1,31,47,30,30,36,31,28,16
"1151",0,0,0,2,1,1,2,2,1
"1152",1,3,4,3,2,1,5,0,1
"1153",0,0,0,0,0,0,0,0,6
"1154",0,0,0,0,33,67,73,52,27
"1155",1,0,4,17,24,34,28,7,9
"1156",0,2,3,2,1,0,4,1,1
"1157",0,0,0,0,0,0,0,45,2
"1158",5,39,33,30,35,42,54,25,16
"1159",0,0,0,0,0,0,0,47,39
"1160",0,0,0,0,0,0,0,31,29
"1161",0,0,0,0,0,0,3,425,434
"1162",0,0,0,0,0,1,0,0,0
"1163",0,0,0,12,13,15,11,9,5
"1164",0,0,0,0,1247,1209,902,638,417
"1165",1,11,30,16,64,70,84,47,34
"1166",2,25,7,10,8,15,6,6,3
"1167",0,0,0,0,0,0,93,79,58
"1168",0,5,4,10,18,9,12,3,3
"1169",7,42,77,79,104,94,138,43,39
"1170",0,0,0,0,0,0,0,0,10
"1171",0,1,8,5,5,2,3,0,2
"1172",0,0,0,0,0,0,0,0,8
"1173",0,0,0,1,0,1,0,1,0
"1174",0,0,0,0,0,88,215,239,137
"1175",0,0,0,0,0,31,16,23,28
"1176",3,8,10,10,8,6,14,9,8
"1177",0,1,7,1,1,1,0,1,0
"1178",0,0,0,0,7,12,19,10,14
"1179",0,1,3,6,6,3,10,14,23
"1180",11,20,58,89,53,78,47,59,54
"1181",0,0,0,0,0,2,44,16,6
"1182",0,0,0,0,0,0,0,0,1
"1183",0,0,0,0,0,45,56,35,44
"1184",12,60,87,103,86,100,96,86,49
"1185",0,6,20,0,2,3,3,1,3
"1186",16,37,48,66,93,106,115,80,55
"1187",0,0,0,0,5,18,33,34,29
"1188",0,8,4,4,0,1,3,7,3
"1189",0,0,0,0,0,0,0,0,13
"1190",0,4,7,8,8,8,4,0,3
"1191",0,0,0,0,0,0,67,62,24
"1192",1,1,4,6,2,5,17,9,6
"1193",0,4,2,5,3,3,12,9,3
"1194",0,0,3,30,5,0,0,0,0
"1195",0,0,0,0,0,0,0,0,2
"1196",0,0,19,100,193,143,72,61,61
"1197",0,0,0,0,0,4,1,0,0
"1198",0,0,0,0,0,0,0,0,2
"1199",0,1,6,6,13,1,1,0,0
"1200",0,0,0,0,62,84,52,48,38
"1201",3,23,32,41,54,70,51,17,15
"1202",0,3,6,11,8,6,4,0,5
"1203",0,0,0,0,0,0,6,3,2
"1204",0,0,0,0,0,0,0,0,1
"1205",0,0,0,12,12,20,6,2,2
"1206",0,0,0,0,40,361,243,155,79
"1207",6,21,54,58,35,58,35,28,16
"1208",0,0,0,0,0,0,57,52,27
"1209",0,0,0,2,4,6,6,2,1
"1210",0,0,0,0,0,0,0,0,9
"1211",0,0,0,0,116,197,180,121,80
"1212",1,28,25,40,47,19,13,12,12
"1213",0,2,36,40,23,33,22,17,11
"1214",17,42,53,57,41,48,35,25,9
"1215",0,0,0,0,0,0,0,0,1
"1216",0,9,17,11,7,1,3,3,6
"1217",0,8,21,34,17,28,25,9,7
"1218",0,7,29,9,17,18,7,7,9
"1219",7,4,5,4,13,10,17,88,114
"1220",0,20,100,52,36,56,44,39,31
"1221",0,0,0,0,0,0,0,0,4
"1222",0,0,124,172,183,185,108,79,39
"1223",0,0,0,41,52,225,405,283,196
"1224",0,0,0,0,0,14,9,7,13
"1225",0,0,0,0,3,4,2,5,0
"1226",0,0,0,0,0,99,216,190,90
"1227",0,4,4,11,9,28,11,32,25
"1228",0,0,0,1,1,7,10,5,2
"1229",0,0,0,0,0,2,1,3,0
"1230",0,0,0,0,0,0,8,41,14
"1231",0,0,0,0,0,0,392,356,232
"1232",8,12,11,14,11,13,7,8,1
"1233",0,13,30,47,55,55,28,61,26
"1234",0,0,0,0,0,0,0,0,4
"1235",3,9,10,6,5,16,7,4,2
"1236",1,8,17,12,14,5,4,1,3
"1237",0,4,19,19,10,10,10,11,13
"1238",0,0,0,0,5,27,19,17,7
"1239",6,39,47,43,82,79,64,50,50
"1240",16,49,97,106,127,92,89,90,74
"1241",0,0,0,3,1,4,0,0,1
"1242",1,1,5,0,6,2,1,1,2
"1243",1,7,5,30,14,5,8,15,15
"1244",23,123,164,280,193,152,122,83,62
"1245",0,0,0,0,0,0,35,19,31
"1246",1,35,65,86,96,90,91,91,67
"1247",0,0,0,0,0,0,0,0,2
"1248",1,3,6,22,18,16,18,14,10
"1249",0,0,0,0,0,0,3,1,0
"1250",0,0,0,0,0,0,0,31,25
"1251",0,0,0,0,4,16,17,13,20
"1252",3,5,4,5,3,4,7,5,4
"1253",0,2,5,8,17,20,7,14,6
"1254",0,13,14,27,31,30,15,15,6
"1255",0,5,2,5,3,6,3,4,3
"1256",1,0,9,11,5,13,26,11,8
"1257",5,11,24,4,7,8,10,5,3
"1258",0,0,1,0,1,0,0,1,0
"1259",0,11,17,24,8,9,7,9,3
"1260",4,10,7,2,4,7,12,7,7
"1261",5,27,50,24,24,24,27,23,6
"1262",0,7,4,1,1,1,0,0,0
"1263",1,1,0,2,3,1,2,2,1
"1264",1,1,0,2,2,2,5,36,19
"1265",1,6,11,13,5,10,7,13,3
"1266",0,0,0,0,7,0,6,5,0
"1267",0,0,0,0,0,0,1,0,0
"1268",0,0,0,0,1,1,2,2,1
"1269",10,20,25,27,29,28,23,24,18
"1270",0,1,0,0,0,1,1,0,0
"1271",1,24,14,14,5,7,5,10,6
"1272",7,31,43,51,63,39,28,22,21
"1273",0,5,11,13,14,27,14,18,15
"1274",0,0,0,0,0,80,244,124,29
"1275",0,0,0,0,0,0,0,34,64
"1276",1,4,19,16,17,8,3,3,3
"1277",0,0,0,0,0,4,9,4,1
"1278",0,0,0,0,1,2,1,1,0
"1279",0,2,3,5,0,0,0,0,0
"1280",0,0,0,0,0,0,0,0,3
"1281",0,0,0,0,0,10,40,23,17
"1282",0,0,0,28,9,3,1,0,3
"1283",0,0,0,0,0,0,0,30,62
"1284",0,0,0,0,0,9,14,11,8
"1285",2,4,4,9,4,1,2,1,3
"1286",2,5,11,24,7,27,26,23,17
"1287",13,139,222,240,192,209,112,73,46
"1288",2,264,396,214,202,166,102,93,57
"1289",0,0,0,2,73,98,55,38,70
"1290",0,8,14,20,14,8,9,9,5
"1291",1,11,39,34,25,37,27,30,22
"1292",5,20,22,16,23,15,17,22,12
"1293",0,1,1,4,10,6,1,1,5
"1294",0,4,2,12,8,15,8,6,4
"1295",0,0,4,13,1,10,11,4,1
"1296",4,33,83,61,40,29,17,14,5
"1297",20,83,103,119,110,66,58,46,34
"1298",0,5,7,6,4,8,2,2,3
"1299",4,6,12,13,13,18,10,5,5
"1300",0,0,0,275,295,338,273,207,174
"1301",87,321,300,346,319,298,252,182,133
"1302",0,0,6,11,10,9,9,6,10
"1303",0,0,38,102,35,16,9,3,11
"1304",0,0,0,0,0,55,50,38,35
"1305",2,4,7,4,2,11,7,5,1
"1306",0,0,0,0,0,0,0,22,85
