"","Checkin_Monday","Checkin_Tuesday","Checkin_Wednesday","Checkin_Thursday","Checkin_Friday","Checkin_Saturday","Checkin_Sunday"
"814",44,71,55,67,79,92,53
"815",224,252,239,229,267,321,255
"816",30,39,40,57,47,90,103
"817",140,179,147,164,218,294,241
"818",198,202,205,176,204,120,104
"819",47,63,53,40,60,70,30
"820",267,210,202,217,233,391,341
"821",126,95,90,89,85,147,157
"822",11,8,6,10,17,17,15
"823",1,2,0,1,1,1,1
"824",0,2,2,1,1,0,2
"825",12,14,18,9,6,19,16
"826",23,15,15,24,28,11,19
"827",15,14,21,21,15,22,10
"828",10,10,14,11,8,23,17
"829",23,43,27,32,53,45,23
"830",19,30,21,38,20,40,57
"831",5,3,4,6,9,2,7
"832",1,0,0,1,1,4,2
"833",0,0,0,0,1,0,0
"834",487,494,521,548,586,605,542
"835",4,5,3,10,1,0,0
"836",3,3,1,4,3,2,5
"837",116,138,204,162,129,211,215
"838",11,8,14,6,10,13,0
"839",15,5,7,14,10,12,9
"840",0,1,2,2,0,2,0
"841",6,1,2,8,10,8,6
"842",5,5,5,6,5,3,0
"843",96,73,102,98,108,164,142
"844",5,10,3,2,10,6,4
"845",8,12,10,18,16,19,16
"846",2,4,2,1,1,3,3
"847",138,147,115,137,129,185,164
"848",26,38,45,33,51,113,39
"849",8,17,12,20,26,19,35
"850",94,78,102,79,93,177,194
"851",65,81,82,58,83,143,103
"852",21,16,24,25,32,35,39
"853",2,3,11,7,6,4,2
"854",1,1,0,2,0,1,0
"855",5,6,6,9,7,12,8
"856",15,18,15,20,21,26,26
"857",1,4,4,13,5,6,4
"858",0,1,0,1,0,6,0
"859",33,38,44,47,51,35,37
"860",4,19,80,113,79,168,137
"861",5,1,2,0,4,2,4
"862",85,94,69,90,5,28,2
"863",19,14,16,19,12,15,25
"864",1,2,1,3,1,3,7
"865",0,0,0,0,0,2,1
"866",14,17,19,29,12,19,13
"867",0,0,3,0,1,1,1
"868",18,14,36,48,64,86,62
"869",10,6,5,6,12,11,14
"870",84,50,79,89,85,182,150
"871",0,1,0,2,2,4,3
"872",1,0,2,1,2,2,2
"873",16,15,21,18,36,53,31
"874",1,4,0,1,1,1,0
"875",113,119,87,81,80,119,155
"876",32,40,34,28,31,15,15
"877",81,81,86,94,107,122,123
"878",2,4,13,18,10,7,9
"879",356,372,378,379,391,399,293
"880",5,1,6,7,7,18,22
"881",1,1,1,0,0,1,0
"882",0,19,32,45,59,78,54
"883",24,20,16,25,37,48,63
"884",8,5,10,7,5,22,11
"885",24,26,22,31,28,52,49
"886",32,37,33,31,35,31,23
"887",14,22,17,20,19,14,17
"888",2,0,1,1,1,1,1
"889",211,321,302,313,354,418,183
"890",0,0,1,0,0,0,1
"891",8,9,6,5,10,5,14
"892",7,14,15,18,17,24,11
"893",24,16,23,21,35,37,26
"894",5,5,4,3,6,7,18
"895",86,90,88,148,99,132,148
"896",7,8,14,7,9,15,11
"897",2,3,4,5,5,5,4
"898",5,2,12,5,6,7,19
"899",0,0,2,1,2,3,5
"900",7,2,13,10,4,8,6
"901",34,27,26,28,44,46,48
"902",11,14,17,23,17,8,4
"903",24,16,11,13,8,20,21
"904",5,8,14,9,11,24,16
"905",8,10,10,8,10,9,12
"906",5,8,9,7,8,11,14
"907",29,13,19,12,15,32,27
"908",0,1,0,1,0,0,0
"909",5,7,9,7,10,5,11
"910",8,2,4,8,3,14,5
"911",2,1,0,0,0,3,1
"912",147,147,164,113,136,123,138
"913",373,306,445,370,478,611,585
"914",118,100,122,115,145,147,116
"915",85,67,101,83,100,150,153
"916",26,23,25,23,26,45,7
"917",161,126,122,134,160,210,181
"918",7,4,12,12,14,13,13
"919",0,3,3,3,1,2,1
"920",4,1,2,1,3,1,1
"921",0,3,6,3,5,14,21
"922",6,3,3,8,5,14,11
"923",128,17,41,226,304,494,687
"924",8,7,12,11,12,19,14
"925",12,12,18,12,16,12,8
"926",37,43,42,29,47,60,59
"927",11,8,6,13,9,15,17
"928",64,55,57,60,66,57,74
"929",1,1,2,4,0,0,1
"930",3,4,3,1,5,5,2
"931",2,5,3,3,3,6,3
"932",1,0,1,1,0,0,0
"933",15,20,13,15,19,23,15
"934",107,99,121,134,147,247,235
"935",25,29,25,27,34,59,42
"936",1,4,5,5,13,17,9
"937",72,85,106,133,112,150,229
"938",0,0,1,3,5,5,2
"939",1,1,0,1,1,0,1
"940",1,2,2,2,4,1,1
"941",0,1,0,1,1,0,1
"942",38,29,34,49,52,64,69
"943",2,4,3,4,3,5,2
"944",0,0,2,0,0,0,0
"945",15,11,9,10,14,51,61
"946",56,44,69,66,93,107,78
"947",2,37,31,53,58,175,167
"948",84,86,75,103,123,156,112
"949",8,14,33,32,43,84,78
"950",0,1,0,2,2,1,0
"951",55,42,53,56,72,126,145
"952",0,0,1,0,0,1,2
"953",0,0,0,0,3,1,0
"954",81,14,48,60,53,110,114
"955",0,1,0,0,0,0,0
"956",10,5,7,6,4,9,0
"957",4,2,7,10,8,12,7
"958",3,3,2,1,2,5,6
"959",0,4,5,3,6,6,2
"960",43,36,40,31,44,60,69
"961",17,22,16,19,17,15,31
"962",0,0,0,0,0,1,1
"963",6,2,7,10,3,13,10
"964",28,23,18,26,27,25,31
"965",264,318,304,308,316,332,353
"966",0,0,0,0,0,2,0
"967",4,12,14,23,38,31,163
"968",68,64,72,56,91,78,112
"969",52,44,68,42,64,79,89
"970",9,18,15,15,15,35,27
"971",0,8,2,6,1,2,2
"972",18,26,31,40,29,32,24
"973",23,18,19,19,31,35,27
"974",34,7,49,90,45,88,118
"975",50,58,97,76,63,182,193
"976",39,43,40,39,50,24,3
"977",19,12,8,12,32,37,7
"978",2,3,3,1,0,2,7
"979",18,24,30,34,39,55,50
"980",30,39,35,33,51,61,51
"981",41,47,43,42,52,70,54
"982",0,0,1,0,1,0,2
"983",80,53,53,56,125,136,138
"984",6,8,7,0,3,8,4
"985",46,45,49,16,39,77,86
"986",1,2,2,2,2,4,2
"987",10,25,13,23,7,37,34
"988",46,34,43,41,55,134,98
"989",6,11,17,10,18,9,10
"990",6,6,12,9,9,14,10
"991",100,80,87,115,161,275,243
"992",1,0,6,5,7,6,6
"993",20,23,26,22,11,24,27
"994",58,54,69,62,84,139,160
"995",0,0,0,1,1,2,0
"996",0,1,1,3,3,2,1
"997",10,16,18,35,20,35,29
"998",2,0,1,0,3,2,1
"999",14,26,21,14,19,21,12
"1000",14,15,10,10,15,24,26
"1001",133,41,30,30,63,50,57
"1002",155,99,126,151,141,250,182
"1003",3,0,1,2,3,2,0
"1004",0,2,2,2,3,3,0
"1005",11,7,8,5,7,12,14
"1006",0,0,0,0,0,2,0
"1007",1,1,1,6,0,4,4
"1008",22,32,42,61,42,95,95
"1009",4,2,2,5,2,3,3
"1010",17,30,18,29,30,35,39
"1011",11,6,17,16,38,26,14
"1012",0,0,0,1,1,5,2
"1013",0,5,8,9,12,0,6
"1014",83,97,120,115,134,117,94
"1015",0,0,1,3,1,2,1
"1016",39,43,51,43,51,60,41
"1017",219,181,196,218,223,290,306
"1018",0,1,1,0,0,4,0
"1019",14,10,11,14,7,8,6
"1020",3,10,6,10,7,10,13
"1021",15,18,28,22,37,18,25
"1022",41,30,31,41,51,48,75
"1023",0,0,0,0,0,3,1
"1024",1,4,6,3,2,1,2
"1025",0,0,0,0,0,1,0
"1026",67,53,68,85,108,182,163
"1027",10,8,7,10,10,24,13
"1028",43,50,36,71,93,120,148
"1029",1,3,4,2,2,3,10
"1030",3,3,3,12,7,3,6
"1031",20,19,24,18,17,35,16
"1032",8,6,4,9,8,14,8
"1033",107,97,82,113,120,233,226
"1034",78,96,89,76,87,105,95
"1035",33,31,26,21,39,73,67
"1036",89,76,59,54,86,136,140
"1037",1,2,3,6,7,8,18
"1038",80,101,107,102,117,159,131
"1039",9,7,5,7,7,1,0
"1040",1,1,2,6,3,6,4
"1041",9,12,24,28,12,17,13
"1042",28,20,19,32,32,60,75
"1043",2,2,0,6,5,4,1
"1044",0,2,1,3,1,5,0
"1045",76,55,70,75,77,67,61
"1046",0,0,1,1,0,1,0
"1047",18,16,16,22,15,11,15
"1048",18,6,11,9,23,22,17
"1049",1,5,5,5,4,6,4
"1050",50,43,51,38,56,89,88
"1051",180,150,133,125,170,307,270
"1052",55,52,65,68,71,133,122
"1053",8,5,14,8,4,20,21
"1054",7,21,24,21,25,36,29
"1055",612,518,462,467,515,724,776
"1056",12,15,20,22,39,79,54
"1057",55,28,24,37,43,45,41
"1058",8,9,14,9,7,10,13
"1059",25,42,28,52,39,56,54
"1060",0,6,5,6,8,16,11
"1061",89,91,110,127,129,268,237
"1062",0,1,1,1,0,1,3
"1063",1,2,2,2,2,4,5
"1064",1,1,0,0,2,2,1
"1065",23,24,49,45,45,72,58
"1066",5,3,9,4,6,15,19
"1067",195,133,155,167,206,308,370
"1068",1,1,4,2,2,5,8
"1069",5,5,6,1,4,6,5
"1070",2,4,3,5,2,6,3
"1071",121,93,64,56,81,162,172
"1072",0,1,1,3,1,3,1
"1073",63,87,84,84,99,101,78
"1074",21,21,17,30,29,40,44
"1075",0,1,5,2,13,12,0
"1076",14,12,14,6,10,20,12
"1077",5,7,3,4,3,4,3
"1078",0,0,3,0,1,2,1
"1079",3,1,1,0,4,5,5
"1080",6,12,12,25,31,62,36
"1081",7,43,38,39,72,82,97
"1082",0,0,0,2,1,0,0
"1083",7,15,7,9,10,19,8
"1084",19,25,33,32,52,39,32
"1085",17,48,26,42,28,57,8
"1086",12,14,9,16,12,5,6
"1087",45,39,33,47,54,68,80
"1088",92,62,82,76,130,247,182
"1089",15,18,22,16,36,41,39
"1090",72,60,64,73,99,84,84
"1091",32,53,45,44,42,35,12
"1092",54,48,67,59,62,53,35
"1093",7,16,16,5,20,20,0
"1094",5,6,4,2,6,4,12
"1095",0,0,0,3,1,2,1
"1096",1,1,2,0,2,2,4
"1097",11,3,6,2,8,6,8
"1098",11,9,12,21,12,13,11
"1099",1,2,1,4,2,1,2
"1100",2,3,16,9,8,26,30
"1101",5,48,125,233,119,224,238
"1102",40,45,46,25,29,41,50
"1103",26,28,33,39,27,40,39
"1104",1,0,2,2,2,2,2
"1105",6,11,16,13,27,36,33
"1106",2,3,4,2,17,21,3
"1107",24,34,46,58,57,94,72
"1108",15,17,17,30,28,19,16
"1109",39,38,35,35,41,58,49
"1110",4,9,8,6,12,10,9
"1111",9,16,7,9,11,19,3
"1112",1,6,6,3,3,2,9
"1113",0,0,2,3,5,1,2
"1114",0,0,1,3,2,1,3
"1115",23,18,22,19,28,31,24
"1116",1,0,0,0,3,3,3
"1117",21,26,29,28,19,36,5
"1118",4,3,5,5,17,6,12
"1119",11,7,3,9,7,21,18
"1120",7,14,4,3,10,6,5
"1121",1,2,3,1,2,3,2
"1122",3,2,4,3,4,8,7
"1123",14,22,26,25,28,27,21
"1124",4,6,11,8,9,12,0
"1125",79,45,58,60,78,93,106
"1126",65,80,100,71,88,97,76
"1127",13,21,12,13,25,24,20
"1128",0,0,6,0,4,1,2
"1129",0,1,1,1,0,0,0
"1130",2,6,1,9,6,22,11
"1131",4,2,2,0,1,4,9
"1132",1,2,2,0,2,5,4
"1133",52,40,42,32,47,63,54
"1134",27,24,20,36,47,83,62
"1135",6,5,5,5,3,10,8
"1136",180,195,150,152,174,157,225
"1137",3,8,4,10,9,2,5
"1138",0,1,0,0,1,4,2
"1139",11,8,20,20,21,4,15
"1140",3,7,7,7,6,10,12
"1141",17,6,7,12,17,25,22
"1142",6,9,7,12,8,7,7
"1143",8,10,18,15,17,24,7
"1144",13,16,18,22,22,22,18
"1145",9,5,18,8,8,16,12
"1146",1,3,0,1,2,2,1
"1147",1,0,1,1,1,0,1
"1148",1,3,2,0,3,2,5
"1149",0,1,2,3,4,4,2
"1150",16,28,22,19,26,69,70
"1151",0,2,1,2,0,1,3
"1152",4,1,3,2,3,3,4
"1153",0,0,1,2,1,1,1
"1154",34,36,30,19,41,48,44
"1155",9,8,12,15,17,38,25
"1156",3,0,2,1,3,2,3
"1157",8,5,8,1,4,11,10
"1158",35,38,31,30,35,47,63
"1159",13,17,7,13,15,15,6
"1160",1,8,11,9,4,17,10
"1161",35,90,86,134,138,186,193
"1162",0,0,1,0,0,0,0
"1163",8,8,6,10,7,12,14
"1164",347,290,514,525,574,1067,1096
"1165",46,36,37,31,36,71,100
"1166",7,12,7,9,12,19,16
"1167",31,7,28,21,23,51,69
"1168",9,7,6,15,17,6,4
"1169",82,99,109,111,95,111,16
"1170",0,2,2,1,1,3,1
"1171",6,2,4,1,6,4,3
"1172",3,0,2,0,2,0,1
"1173",1,0,0,1,0,0,1
"1174",48,25,31,57,99,216,203
"1175",17,14,12,18,15,12,10
"1176",10,16,17,9,4,13,7
"1177",0,1,1,1,4,2,3
"1178",6,6,8,9,4,18,11
"1179",10,15,8,8,8,10,7
"1180",65,55,52,54,54,94,95
"1181",2,2,5,18,7,22,12
"1182",0,0,1,0,0,0,0
"1183",14,14,26,22,40,26,38
"1184",79,50,76,80,89,151,154
"1185",5,5,6,8,6,3,5
"1186",102,88,109,116,122,76,3
"1187",7,14,7,18,13,23,37
"1188",4,4,4,3,6,7,2
"1189",0,0,0,1,4,6,2
"1190",7,4,9,5,7,4,6
"1191",9,23,45,18,18,27,13
"1192",4,11,10,6,6,8,6
"1193",3,1,5,2,9,8,13
"1194",3,5,8,14,4,0,4
"1195",0,0,2,0,0,0,0
"1196",76,117,109,85,112,121,29
"1197",1,0,0,0,2,0,2
"1198",0,0,0,0,0,2,0
"1199",7,1,1,1,8,4,6
"1200",21,14,23,52,32,65,77
"1201",51,60,56,56,37,46,0
"1202",4,9,6,5,4,8,7
"1203",1,3,0,1,3,2,1
"1204",0,0,0,0,0,1,0
"1205",10,10,13,10,11,0,0
"1206",42,60,49,70,121,268,268
"1207",44,44,36,44,45,46,52
"1208",19,19,17,16,13,29,23
"1209",2,3,4,6,0,5,1
"1210",2,1,1,0,3,2,0
"1211",25,1,18,68,99,213,270
"1212",25,22,21,44,28,32,25
"1213",22,30,33,26,37,18,18
"1214",50,45,35,36,42,65,54
"1215",0,0,0,0,0,1,0
"1216",10,5,5,6,10,9,12
"1217",28,17,17,13,27,25,22
"1218",19,14,13,11,11,18,17
"1219",30,27,20,25,18,81,61
"1220",38,43,43,41,39,107,67
"1221",0,0,1,0,0,1,2
"1222",83,101,98,93,117,201,197
"1223",135,157,154,152,175,231,198
"1224",12,6,5,6,5,6,3
"1225",6,0,0,1,4,3,0
"1226",80,73,82,91,93,85,91
"1227",11,16,18,27,17,17,18
"1228",4,5,2,3,6,2,4
"1229",4,1,0,0,1,0,0
"1230",15,10,9,14,5,2,8
"1231",76,90,87,109,106,230,282
"1232",9,15,7,11,14,11,18
"1233",56,37,41,41,34,58,48
"1234",1,1,1,0,1,0,0
"1235",7,5,8,5,13,16,8
"1236",15,10,10,5,9,11,5
"1237",15,15,12,15,15,16,8
"1238",6,8,14,13,18,12,4
"1239",52,90,57,67,74,57,63
"1240",104,72,83,81,96,164,140
"1241",2,2,0,0,2,1,2
"1242",3,1,2,3,1,0,9
"1243",16,13,13,14,17,20,7
"1244",153,145,135,145,159,202,263
"1245",8,11,7,11,17,20,11
"1246",62,56,73,70,101,74,186
"1247",0,0,0,0,1,1,0
"1248",12,7,20,14,11,16,28
"1249",0,0,0,0,2,0,2
"1250",1,2,17,5,12,12,7
"1251",8,6,10,5,16,14,11
"1252",7,7,8,7,5,4,2
"1253",6,5,4,10,9,23,22
"1254",23,18,20,18,26,27,19
"1255",3,5,4,3,7,7,2
"1256",2,6,10,7,15,21,23
"1257",10,13,9,15,13,8,9
"1258",1,0,0,1,1,0,0
"1259",7,10,13,19,16,13,10
"1260",7,4,6,9,7,13,14
"1261",30,29,24,24,29,39,35
"1262",1,0,2,3,0,1,7
"1263",1,1,2,3,3,3,0
"1264",8,5,8,4,5,14,24
"1265",4,7,5,7,13,21,12
"1266",1,1,1,2,4,6,3
"1267",0,0,0,0,1,0,0
"1268",2,1,0,0,0,3,1
"1269",16,16,33,17,38,53,31
"1270",0,0,0,1,2,0,0
"1271",12,9,10,11,9,20,15
"1272",28,35,33,25,52,63,69
"1273",10,21,15,19,15,26,11
"1274",53,36,47,69,61,96,115
"1275",12,11,12,19,12,18,14
"1276",8,6,13,7,14,10,16
"1277",3,1,0,2,1,4,7
"1278",0,0,2,0,0,1,2
"1279",2,1,0,1,2,2,2
"1280",0,0,1,0,0,1,1
"1281",8,11,14,14,18,11,14
"1282",5,11,9,7,5,4,3
"1283",9,8,12,13,10,25,15
"1284",5,2,3,5,6,14,7
"1285",6,1,0,4,6,6,7
"1286",10,24,21,17,26,23,21
"1287",173,160,153,166,188,393,13
"1288",136,133,128,116,169,402,412
"1289",47,45,46,56,63,40,39
"1290",10,13,10,8,16,18,12
"1291",10,21,27,25,29,63,51
"1292",7,12,7,13,14,67,32
"1293",3,7,2,1,7,5,4
"1294",10,6,9,5,9,8,12
"1295",4,4,8,7,7,3,11
"1296",21,20,34,41,25,66,79
"1297",85,123,103,101,134,84,9
"1298",3,7,2,3,8,8,6
"1299",12,10,8,16,10,14,16
"1300",221,187,194,186,219,284,271
"1301",190,310,303,301,320,423,391
"1302",9,3,5,5,10,9,20
"1303",27,25,17,37,39,39,30
"1304",40,21,25,22,42,20,8
"1305",6,5,6,5,3,9,9
"1306",12,13,14,14,19,18,17
"1307",168,126,110,115,137,298,319
"1308",5,6,5,6,7,7,10
"1309",0,0,0,0,0,0,3
"1310",4,3,3,1,5,3,2
"1311",57,55,57,60,50,93,81
"1312",23,8,21,13,21,34,22
"1313",16,17,27,24,48,64,69
"1314",0,6,7,7,8,30,2
"1315",26,30,28,25,24,47,37
"1316",18,17,17,29,9,0,0
"1317",101,55,82,102,111,232,285
"1318",274,215,194,241,212,214,209
"1319",8,3,7,4,4,1,1
"1320",46,70,51,62,42,76,67
"1321",157,162,135,197,176,183,143
"1322",52,39,57,82,112,142,114
"1323",38,25,33,28,39,43,58
"1324",4,14,17,17,20,35,16
"1325",0,0,1,1,2,0,0
"1326",12,4,6,2,3,10,1
"1327",1,0,2,0,2,3,1
"1328",7,2,8,2,4,13,17
"1329",20,33,168,47,25,34,33
"1330",139,114,83,88,161,306,331
"1331",1,10,67,83,97,110,16
"1332",25,21,26,25,32,55,40
"1333",1,1,2,5,0,1,0
"1334",37,52,40,44,46,33,25
"1335",58,64,75,54,97,117,9
"1336",1,6,4,7,3,6,4
"1337",6,4,6,3,7,12,16
"1338",17,21,25,35,53,65,43
"1339",0,0,0,1,0,0,0
"1340",0,2,1,2,1,2,1
"1341",12,6,11,5,14,10,23
"1342",58,48,58,37,63,145,153
"1343",5,0,4,3,5,3,2
"1344",58,70,78,89,73,96,83
"1345",56,59,69,83,98,120,126
"1346",3,1,1,1,1,1,1
"1347",522,369,389,405,450,659,764
"1348",40,46,41,55,40,77,61
"1349",28,25,6,13,27,33,48
"1350",30,24,49,34,52,86,62
"1351",40,52,47,40,54,86,78
"1352",5,4,4,4,3,4,0
"1353",13,19,13,11,18,30,24
"1354",0,0,3,3,3,1,2
"1355",36,21,29,16,29,66,65
"1356",19,57,55,59,56,56,30
"1357",45,143,68,56,77,60,47
"1358",0,0,0,0,0,2,0
"1359",0,2,0,1,0,0,1
"1360",22,7,23,10,15,14,27
"1361",25,21,32,22,35,32,31
"1362",2,1,0,0,1,1,2
"1363",4,2,2,0,0,0,1
"1364",2,4,2,2,3,8,3
"1365",11,9,13,13,18,20,23
"1366",22,23,19,15,21,38,35
"1367",30,23,17,16,21,32,16
"1368",1,3,4,2,2,4,2
"1369",9,7,19,14,9,12,9
"1370",2,0,0,2,2,3,1
"1371",24,18,9,16,13,71,106
"1372",2,3,0,4,1,6,3
"1373",18,22,28,25,32,60,42
"1374",1,4,1,1,1,0,0
"1375",0,0,1,0,0,0,1
"1376",0,1,3,2,3,7,5
"1377",2,2,1,2,3,5,9
"1378",31,34,42,57,89,165,115
"1379",111,171,186,181,237,261,259
"1380",12,11,6,13,14,9,14
"1381",84,109,72,81,119,95,93
"1382",11,7,8,11,19,16,10
"1383",318,297,266,278,317,648,618
"1384",0,0,0,0,1,2,2
"1385",7,8,10,5,10,9,6
"1386",15,22,13,24,16,13,17
"1387",14,18,7,10,16,19,19
"1388",5,11,14,11,12,22,13
"1389",7,4,6,9,2,4,1
"1390",2,2,2,0,1,0,6
"1391",2,1,2,3,5,0,1
"1392",7,6,3,4,5,6,11
"1393",17,19,21,19,26,40,52
"1394",8,6,4,2,8,5,14
"1395",21,17,18,26,12,16,12
"1396",71,77,75,79,77,48,39
"1397",80,81,76,73,74,82,108
"1398",11,11,15,18,23,25,26
"1399",5,6,10,9,7,10,9
"1400",23,24,20,31,32,45,53
"1401",0,0,3,1,4,3,2
"1402",4,4,5,6,6,7,10
"1403",12,9,5,22,21,37,45
"1404",39,34,53,57,58,56,60
"1405",8,6,4,15,39,17,15
"1406",0,0,0,1,3,0,3
"1407",22,22,23,34,31,29,38
"1408",2,4,2,6,4,9,9
"1409",0,0,0,0,1,2,0
"1410",33,42,30,36,39,32,25
"1411",48,33,77,65,55,67,77
"1412",0,1,0,0,0,0,0
"1413",1,0,1,0,0,3,1
"1414",8,7,11,11,4,10,13
"1415",14,18,19,18,14,15,19
"1416",1,3,4,2,3,10,0
"1417",6,15,13,10,12,7,5
"1418",65,63,64,60,61,106,85
"1419",5,7,8,5,3,7,4
"1420",9,3,5,4,4,3,4
"1421",0,2,1,0,0,3,1
"1422",135,89,90,97,95,135,158
"1423",4,0,1,1,0,1,1
"1424",21,14,13,8,19,16,20
"1425",32,49,40,47,61,71,105
"1426",0,2,4,7,5,4,2
"1427",19,18,18,31,28,40,39
"1428",66,73,69,72,96,123,92
"1429",0,3,5,6,4,9,2
"1430",0,0,0,0,3,0,0
"1431",4,0,0,4,6,1,4
"1432",7,18,9,14,30,19,16
"1433",0,0,1,0,0,0,0
"1434",8,6,4,1,2,8,7
"1435",3,7,5,9,9,9,12
"1436",4,4,3,5,6,10,15
"1437",43,26,28,28,37,76,59
"1438",0,1,1,1,2,4,2
"1439",12,7,4,13,9,19,9
"1440",14,9,19,10,16,23,26
"1441",9,8,15,9,21,27,24
"1442",10,9,9,10,9,15,10
"1443",55,51,64,66,77,82,56
"1444",19,6,10,21,9,9,6
"1445",29,28,24,32,36,26,21
"1446",42,37,51,33,51,84,49
"1447",45,32,45,38,48,82,78
"1448",0,0,1,0,2,3,0
"1449",0,3,0,3,0,1,3
"1450",0,4,0,1,1,1,13
"1451",458,399,524,747,1159,1418,1213
"1452",0,1,1,0,5,4,0
"1453",0,2,0,1,1,4,11
"1454",0,1,0,1,0,2,0
"1455",35,31,34,34,32,49,57
"1456",4,3,2,2,1,16,8
"1457",0,0,1,0,2,2,7
"1458",0,0,6,9,17,23,19
"1459",2,5,7,4,12,12,10
"1460",141,162,170,180,170,159,139
"1461",3,0,5,2,6,14,19
"1462",4,1,17,7,7,9,7
"1463",0,0,0,0,2,4,5
"1464",48,64,60,58,73,83,67
"1465",5,6,7,5,6,7,2
"1466",213,146,148,186,234,367,323
"1467",29,55,40,35,49,119,109
"1468",17,23,16,37,46,82,5
"1469",5,11,7,8,6,8,10
"1470",38,61,51,48,48,38,37
"1471",0,2,5,0,3,3,5
"1472",67,34,42,53,54,76,61
"1473",3,5,2,4,3,4,2
"1474",0,0,0,0,0,1,1
"1475",2,5,7,3,0,7,7
"1476",101,118,116,128,121,121,112
"1477",18,42,77,56,74,122,96
"1478",6,5,7,1,3,5,3
"1479",2,3,5,9,7,7,9
"1480",91,128,110,95,91,141,206
"1481",187,149,176,204,243,499,555
"1482",475,386,430,453,553,838,811
"1483",0,4,8,5,7,9,1
"1484",20,15,25,19,19,22,16
"1485",20,21,19,29,15,21,17
"1486",96,235,131,116,186,213,183
"1487",0,2,1,1,1,4,1
"1488",22,19,24,19,34,34,34
"1489",0,6,0,3,6,10,7
"1490",22,18,15,12,22,74,76
"1491",2,2,3,0,4,7,5
"1492",14,26,17,18,21,15,7
"1493",26,20,17,14,23,13,28
"1494",0,2,2,1,5,6,1
"1495",3,7,2,4,2,7,3
"1496",5,4,6,3,1,3,5
"1497",0,0,0,2,1,2,2
"1498",24,14,26,18,36,23,18
"1499",1,1,0,1,1,1,2
"1500",0,3,2,1,2,2,5
"1501",13,12,17,24,29,14,11
"1502",139,132,145,160,176,283,293
"1503",32,19,15,23,26,16,32
"1504",4,4,2,2,3,4,1
"1505",46,32,38,34,29,13,37
"1506",0,0,0,1,1,2,1
"1507",7,4,5,7,14,25,8
"1508",2,1,1,3,0,1,1
"1509",51,53,48,44,28,54,56
"1510",8,5,8,14,11,18,13
"1511",7,6,10,8,15,14,9
"1512",0,2,0,0,0,2,1
"1513",1,0,6,3,7,5,2
"1514",9,8,11,8,9,12,12
"1515",10,16,10,7,19,22,14
"1516",8,5,7,4,1,3,2
"1517",9,22,28,35,50,73,70
"1518",5,4,2,2,6,6,6
"1519",0,0,0,0,1,3,0
"1520",6,1,2,4,0,0,7
"1521",1,0,2,0,1,1,1
"1522",1,2,3,4,11,8,4
"1523",1,1,1,0,3,2,4
"1524",0,2,0,1,2,1,2
"1525",32,38,36,51,49,77,77
"1526",38,23,31,45,31,36,45
"1527",118,121,116,119,101,200,201
"1528",4,16,16,28,22,27,26
"1529",1,0,2,1,1,0,3
"1530",32,23,29,21,30,45,30
"1531",8,9,7,6,8,8,4
"1532",0,2,4,0,0,0,0
"1533",177,127,129,162,221,256,265
"1534",17,11,15,18,18,25,34
"1535",37,62,47,69,64,41,24
"1536",2,1,0,3,1,2,3
"1537",29,10,14,13,20,19,24
"1538",1,2,4,0,3,2,6
"1539",63,53,68,74,80,153,104
"1540",21,38,40,36,46,70,62
"1541",45,56,48,66,99,88,84
"1542",7,2,10,5,3,11,5
"1543",51,19,28,35,28,117,110
"1544",15,12,7,7,13,16,25
"1545",1,8,11,15,11,37,17
"1546",6,2,4,3,5,2,9
"1547",13,5,10,10,7,19,10
"1548",25,32,26,24,23,28,35
"1549",0,0,3,7,0,4,2
"1550",3,4,0,2,4,8,1
"1551",2,3,2,2,3,1,2
"1552",112,85,82,115,138,274,263
"1553",4,7,5,9,9,3,4
"1554",648,613,531,611,686,1079,1000
"1555",0,5,5,4,6,20,1
"1556",21,24,13,24,31,39,29
"1557",0,0,0,1,0,0,1
"1558",0,0,0,0,0,1,0
"1559",2,0,2,0,4,5,3
"1560",20,15,46,43,46,40,38
"1561",46,64,62,68,81,115,131
"1562",0,0,1,0,1,1,1
"1563",0,2,4,0,2,5,3
"1564",7,15,14,14,14,24,6
"1565",0,0,0,3,1,5,1
"1566",25,21,16,17,32,23,28
"1567",8,8,2,2,6,5,2
"1568",6,6,15,10,27,24,21
"1569",0,0,2,1,0,2,0
"1570",0,4,0,4,4,17,3
"1571",6,9,2,6,6,13,9
"1572",4,1,1,4,6,6,6
"1573",1467,962,783,759,1031,1955,2432
"1574",3,5,8,3,9,2,4
"1575",3,12,8,2,11,10,12
"1576",31,32,31,30,27,36,23
"1577",6,2,5,5,2,10,10
"1578",0,1,0,0,0,0,1
"1579",23,34,36,40,48,37,45
"1580",0,1,1,1,3,1,0
"1581",46,58,67,50,55,60,64
"1582",57,59,56,56,71,84,66
"1583",10,11,6,10,12,16,9
"1584",0,10,13,8,13,6,0
"1585",5,11,14,15,17,26,24
"1586",99,72,72,70,71,104,115
"1587",14,14,10,11,18,17,21
"1588",4,8,27,20,26,31,41
"1589",86,125,141,142,163,239,88
"1590",36,55,55,54,58,76,57
"1591",9,18,24,22,23,32,30
"1592",5,4,4,7,5,12,10
"1593",3,4,7,11,30,46,44
"1594",27,18,16,18,20,37,41
"1595",11,10,19,4,5,13,11
"1596",5,1,5,2,2,7,7
