"","Checkin_day","Checkin_night"
"1855",0,4
"1856",44,372
"1857",442,163
"1858",137,55
"1859",84,252
"1860",13,23
"1861",176,7
"1862",102,446
"1863",17,79
"1864",8,26
"1865",0,1
"1866",50,483
"1867",0,3
"1868",9,65
"1869",68,52
"1870",5,48
"1871",6,16
"1872",13,10
"1873",7,33
"1874",36,53
"1875",311,89
"1876",37,77
"1877",73,33
"1878",190,113
"1879",10663,6514
"1880",628,6163
"1881",0,33
"1882",25,24
"1883",3,33
"1884",1,2
"1885",35,7
"1886",216,430
"1887",2,23
"1888",57,218
"1889",48,27
"1890",0,1
"1891",32,274
"1892",0,5
"1893",70,1238
"1894",113,229
"1895",33,35
"1896",163,1790
"1897",44,17
"1898",70,1222
"1899",0,1
"1900",17,129
"1901",20,781
"1902",4,29
"1903",39,23
"1904",2,17
"1905",20,517
"1906",383,666
"1907",22,25
"1908",63,297
"1909",1,0
"1910",31,76
"1911",16,8
"1912",1,102
"1913",4,34
"1914",3,7
"1915",99,107
"1916",4,25
"1917",106,151
"1918",55,863
"1919",8,17
"1920",18,78
"1921",59,151
"1922",0,5
"1923",304,561
"1924",6,22
"1925",46,34
"1926",167,56
"1927",9,42
"1928",315,1150
"1929",2,52
"1930",110,241
"1931",2,10
"1932",0,1
"1933",52,88
"1934",2,29
"1935",2,15
"1936",10,25
"1937",8,9
"1938",447,259
"1939",3,166
"1940",67,439
"1941",153,696
"1942",622,725
"1943",14,243
"1944",11,20
"1945",78,7
"1946",37,15
"1947",39,97
"1948",4,3
"1949",2,3
"1950",1077,26
"1951",5,0
"1952",75,306
"1953",526,3255
"1954",7,60
"1955",3,9
"1956",673,168
"1957",1,1
"1958",164,1496
"1959",1,2
"1960",6,31
"1961",10,2
"1962",26,1236
"1963",50,854
"1964",25,113
"1965",1,4
"1966",0,1
"1967",394,224
"1968",1,24
"1969",100,46
"1970",17,121
"1971",133,112
"1972",5,1
"1973",2,1
"1974",73,3
"1975",4,10
"1976",3,10
"1977",60,510
"1978",0,4
"1979",33,375
"1980",19,84
"1981",11,111
"1982",21,414
"1983",11,85
"1984",3,10
"1985",28,274
"1986",0,7
"1987",11,37
"1988",3,3
"1989",29,292
"1990",31,153
"1991",915,3573
"1992",38,30
"1993",92,280
"1994",5,26
"1995",78,4
"1996",24,14
"1997",25,96
"1998",19,173
"1999",12,92
"2000",2,3
"2001",9,38
"2002",50,311
"2003",40,632
"2004",16,13
"2005",20,5
"2006",58,689
"2007",3,3
"2008",69,218
"2009",31,306
"2010",10,56
"2011",51,154
"2012",13,29
"2013",1,19
"2014",75,283
"2015",40,121
"2016",15,51
"2017",14,177
"2018",20,40
"2019",0,3
"2020",27,101
"2021",136,686
"2022",42,630
"2023",130,320
"2024",0,3
"2025",1,0
"2026",0,13
"2027",29,30
"2028",8,91
"2029",0,1
"2030",3,17
"2031",328,319
"2032",31,136
"2033",20,37
"2034",5,1
"2035",12,19
"2036",191,32
"2037",73,0
"2038",8,14
"2039",3,64
"2040",2,12
"2041",10,22
"2042",23,39
"2043",51,188
"2044",0,2
"2045",33,58
"2046",14,6
"2047",0,178
"2048",20,61
"2049",27,94
"2050",3,3
"2051",43,335
"2052",30,265
"2053",22,34
"2054",7,104
"2055",7,26
"2056",138,515
"2057",208,53
"2058",24,358
"2059",15,92
"2060",33,116
"2061",59,120
"2062",12,189
"2063",18,8
"2064",3,84
"2065",138,2818
"2066",12,18
"2067",9,65
"2068",137,517
"2069",1,13
"2070",1326,2715
"2071",12,73
"2072",99,41
"2073",7,14
"2074",13,533
"2075",2,9
"2076",6,14
"2077",0,10
"2078",24,59
"2079",0,1
"2080",2,2
"2081",10,71
"2082",36,630
"2083",19,22
"2084",141,159
"2085",111,186
"2086",0,8
"2087",5919,14755
"2088",150,265
"2089",10,181
"2090",60,148
"2091",35,227
"2092",406,1337
"2093",8,25
"2094",49,65
"2095",1,41
"2096",5,113
"2097",3,24
"2098",377,783
"2099",4,118
"2100",140,1078
"2101",31,42
"2102",181,425
"2103",27,43
"2104",24,211
"2105",0,3
"2106",3,60
"2107",31,12
"2108",44,294
"2109",52,68
"2110",29,31
"2111",11,136
"2112",356,535
"2113",7,5
"2114",9,1
"2115",9,85
"2116",7,209
"2117",38,827
"2118",10,407
"2119",14,109
"2120",37,89
"2121",21,33
"2122",16,38
"2123",1,3
"2124",29,200
"2125",50,283
"2126",35,692
"2127",14,16
"2128",29,293
"2129",1,7
"2130",1,4
"2131",281,366
"2132",362,289
"2133",26,76
"2134",29,5
"2135",31,13
"2136",116,115
"2137",113,265
"2138",30,82
"2139",10,37
"2140",34,352
"2141",15,54
"2142",1,1
"2143",1,1
"2144",28,25
"2145",0,21
"2146",1,2
"2147",1,0
"2148",47,110
"2149",26,41
"2150",4,47
"2151",5,9
"2152",50,73
"2153",1,0
"2154",10,78
"2155",71,228
"2156",7,2
"2157",0,3
"2158",167,569
"2159",9,85
"2160",1,8
"2161",32,439
"2162",0,3
"2163",0,6
"2164",41,1053
"2165",23,5
"2166",21,2
"2167",1,10
"2168",23,16
"2169",216,342
"2170",293,1008
"2171",0,10
"2172",2,7
"2173",220,341
"2174",26,177
"2175",13,53
"2176",11,14
"2177",9,30
"2178",21,207
"2179",4,35
"2180",9,5
"2181",34,57
"2182",11,26
"2183",353,1233
"2184",11,156
"2185",3,33
"2186",8,80
"2187",564,2062
"2188",93,195
"2189",4,1
"2190",1,18
"2191",58,82
"2192",49,550
"2193",21,145
"2194",160,42
"2195",40,463
"2196",2,12
"2197",48,2
"2198",49,53
"2199",10,4
"2200",10,18
"2201",38,71
"2202",15,429
"2203",33,81
"2204",6,5
"2205",134,1872
"2206",6,16
"2207",1,0
"2208",43,236
"2209",0,8
"2210",7,43
"2211",27,96
"2212",84,144
"2213",110,610
"2214",0,4
"2215",34,137
"2216",0,7
"2217",42,557
"2218",78,44
"2219",27,151
"2220",1,18
"2221",14,21
"2222",14,74
"2223",53,235
"2224",20,48
"2225",7,91
"2226",32,17
"2227",4,22
"2228",31,198
"2229",3,0
"2230",28,57
"2231",5,3
"2232",170,172
"2233",31,21
"2234",10,5
"2235",42,299
"2236",121,79
"2237",402,7904
"2238",1,3
"2239",6,4
"2240",10,39
"2241",7,38
"2242",77,200
"2243",87,198
"2244",41,45
"2245",56,67
"2246",2,15
"2247",337,152
"2248",34,72
"2249",4,10
"2250",20,20
"2251",88,202
"2252",150,166
"2253",65,1127
"2254",1,2
"2255",24,376
"2256",0,4
"2257",31,236
"2258",182,27
"2259",12,84
"2260",98,96
"2261",13,54
"2262",1,18
"2263",20,100
"2264",94,1039
"2265",50,706
"2266",20,379
"2267",18,129
"2268",66,27
"2269",2925,1764
"2270",21,404
"2271",24,14
"2272",32,88
"2273",1,5
"2274",4,123
"2275",23,30
"2276",38,42
"2277",62,65
"2278",27,82
"2279",5,45
"2280",3,17
"2281",8,10
"2282",22,37
"2283",32,153
"2284",41,256
"2285",95,1083
"2286",83,210
"2287",10,4
"2288",5,80
"2289",16,43
"2290",0,1
"2291",116,355
"2292",2,9
"2293",37,73
"2294",10,86
"2295",4,6
"2296",41,590
"2297",4,3
"2298",52,32
"2299",111,1219
"2300",48,6
"2301",3,49
"2302",11,16
"2303",34,34
"2304",303,53
"2305",28,57
"2306",17,55
"2307",15,20
"2308",44,1625
"2309",17,71
"2310",115,535
"2311",29,121
"2312",65,53
"2313",1,20
"2314",5,26
"2315",3,3
"2316",1,13
"2317",78,60
"2318",143,133
"2319",6,2
"2320",98,423
"2321",9,97
"2322",8,33
"2323",12,176
"2324",72,782
"2325",0,8
"2326",70,67
"2327",11,91
"2328",563,353
"2329",6,148
"2330",44,108
"2331",39,89
"2332",0,5
"2333",1,0
"2334",5,5
"2335",7,23
"2336",6,74
"2337",2,4
"2338",75,1081
"2339",3,219
"2340",2,25
"2341",81,538
"2342",7,25
"2343",4,24
"2344",33,26
"2345",216,257
"2346",65,804
"2347",4,14
"2348",77,45
"2349",5,7
"2350",1,9
"2351",5,105
"2352",50,328
"2353",28,10
"2354",55,75
"2355",35,47
"2356",9,52
"2357",0,2
"2358",5,10
"2359",123,183
"2360",129,748
"2361",47,243
"2362",3,11
"2363",33,275
"2364",7,3
"2365",0,9
"2366",210,51
"2367",9,7
"2368",2,5
"2369",52,333
"2370",6,30
"2371",37,80
"2372",49,113
"2373",9,26
"2374",30,80
"2375",10,2
"2376",3,12
"2377",5,6
"2378",0,5
"2379",87,184
"2380",235,2440
"2381",2,4
"2382",87,121
"2383",3,65
"2384",2,20
"2385",172,255
"2386",13,74
"2387",20,2
"2388",23,6
"2389",46,40
"2390",4,44
"2391",131,536
"2392",14,9
"2393",98,1104
"2394",142,566
"2395",2,41
"2396",0,3
"2397",3,16
"2398",36,41
"2399",1,6
"2400",316,753
"2401",9,35
"2402",9,73
"2403",30,490
"2404",2,23
"2405",705,1762
"2406",30,95
"2407",360,13
"2408",67,84
"2409",2,2
"2410",1,26
"2411",19,152
"2412",155,253
"2413",40,121
"2414",884,2315
"2415",10,60
"2416",1,8
"2417",39,784
"2418",36,72
"2419",99,647
"2420",49,1024
"2421",0,2
"2422",7,149
"2423",77,466
"2424",9,46
"2425",276,297
"2426",18,334
"2427",3,4
"2428",346,3252
"2429",9,7
"2430",38,282
"2431",61,168
"2432",3,2
"2433",5,45
"2434",40,4
"2435",70,281
"2436",59,163
"2437",163,1275
"2438",3,3
"2439",3,4
"2440",207,75
"2441",152,358
"2442",21,0
"2443",40,43
"2444",7,6
"2445",5,28
"2446",16,152
"2447",46,52
"2448",8,9
"2449",0,1
"2450",74,634
"2451",72,289
"2452",21,1017
"2453",41,61
"2454",17,83
"2455",4,7
"2456",46,966
"2457",15,37
"2458",2,1
"2459",1,7
"2460",8,33
"2461",11,14
"2462",1,18
"2463",24,18
"2464",71,738
"2465",30,335
"2466",175,995
"2467",621,388
"2468",183,1692
"2469",3,55
"2470",2,92
"2471",89,41
"2472",1,22
"2473",30,127
"2474",19,71
"2475",13,9
"2476",0,1
"2477",7,61
"2478",1,2
"2479",23,4
"2480",46,63
"2481",16,33
"2482",1,0
"2483",57,107
"2484",44,696
"2485",17,153
"2486",356,71
"2487",55,354
"2488",11,119
"2489",0,12
"2490",2,19
"2491",17,33
"2492",13,66
"2493",749,1432
"2494",25,511
"2495",27,703
"2496",20,64
"2497",12,13
"2498",4,16
"2499",1,7
"2500",14,81
"2501",50,628
"2502",1,5
"2503",17,19
"2504",40,20
"2505",142,379
"2506",44,44
"2507",208,111
"2508",12,6
"2509",110,1400
"2510",50,310
"2511",3,0
"2512",34,31
"2513",12,94
"2514",103,894
"2515",19,27
"2516",18,140
"2517",8,63
"2518",5,1
"2519",5,5
"2520",153,105
"2521",2,10
"2522",3,44
"2523",31,17
"2524",14,0
"2525",18,86
"2526",53,34
"2527",127,152
"2528",1,3
"2529",0,1
"2530",36,55
"2531",21,10
"2532",763,150
"2533",74,857
"2534",4,3
"2535",39,125
"2536",13,1
"2537",13,250
"2538",1,25
"2539",16,92
"2540",59,231
"2541",23,149
"2542",66,145
"2543",61,119
"2544",47,178
"2545",28,18
"2546",53,199
"2547",1,3
"2548",2,10
"2549",1,25
"2550",53,64
"2551",31,61
"2552",27,1
"2553",47,153
"2554",23,397
"2555",0,2
"2556",7,42
"2557",9,33
"2558",127,742
"2559",2,71
"2560",8,19
"2561",107,173
"2562",149,136
"2563",32,40
"2564",1,9
"2565",21,13
"2566",29,19
"2567",11,5
"2568",190,175
"2569",7,13
"2570",21,312
"2571",1,38
"2572",117,777
"2573",7,19
"2574",0,9
"2575",181,1568
"2576",2,45
"2577",2041,492
"2578",151,319
"2579",36,13
"2580",203,2456
"2581",27,5
"2582",62,549
"2583",1,4
"2584",125,527
"2585",3,5
"2586",5,63
"2587",159,289
"2588",26,37
"2589",112,292
"2590",177,784
"2591",5,9
"2592",4,2
"2593",17,22
"2594",140,79
"2595",17,28
"2596",2,33
"2597",13,67
"2598",3,29
"2599",4,0
"2600",144,205
"2601",19,5
"2602",48,159
"2603",0,12
"2604",247,109
"2605",58,48
"2606",16,146
"2607",3,0
"2608",300,112
"2609",52,643
"2610",28,29
"2611",13,186
"2612",3,3
"2613",7,28
"2614",53,1037
"2615",44,274
"2616",24,257
"2617",59,415
"2618",9,3
"2619",69,142
"2620",1,0
"2621",15,93
"2622",0,15
"2623",196,591
"2624",2,3
"2625",107,207
"2626",380,145
"2627",44,93
"2628",13,2
"2629",13,45
"2630",28,40
"2631",65,411
"2632",11,25
"2633",29,35
"2634",4,17
"2635",7,14
"2636",724,715
"2637",5,3
"2638",2,11
"2639",166,61
"2640",4,34
"2641",11,40
"2642",164,1268
"2643",6,40
"2644",63,126
"2645",18,89
"2646",27,127
"2647",11,83
"2648",3,19
"2649",56,525
"2650",791,4381
"2651",3,15
"2652",326,87
"2653",53,3
"2654",11,2
"2655",55,336
"2656",4,6
"2657",6,112
"2658",56,135
"2659",0,3
"2660",5,22
"2661",685,1549
"2662",5,32
"2663",1,6
"2664",263,193
"2665",684,180
"2666",14,41
"2667",83,22
"2668",11,113
"2669",12,6
"2670",2,39
"2671",53,11
"2672",1,61
"2673",1,8
"2674",1,35
"2675",76,232
"2676",3,7
"2677",4,3
"2678",27,38
"2679",3,3
"2680",161,1188
"2681",6,7
"2682",94,687
"2683",20,46
"2684",19,128
"2685",13,13
"2686",33,101
"2687",17,107
"2688",130,83
"2689",3,4
"2690",77,536
"2691",40,123
"2692",135,296
"2693",19,7
"2694",1,4
"2695",53,21
"2696",47,83
"2697",104,132
"2698",70,17
"2699",0,2
"2700",1,5
"2701",1,2
"2702",156,194
"2703",1,14
"2704",4,15
"2705",1,2
"2706",44,519
"2707",2,28
"2708",87,268
"2709",71,1658
"2710",8,20
"2711",25,583
"2712",65,143
"2713",3,9
"2714",5,42
"2715",29,70
"2716",402,415
"2717",47,1234
"2718",155,379
"2719",50,170
"2720",4,0
"2721",56,474
"2722",5,16
"2723",22,64
"2724",1,4
"2725",7,19
"2726",42,29
"2727",78,546
"2728",10,62
"2729",25,56
"2730",23,153
"2731",46,140
"2732",106,226
"2733",0,1
"2734",3,5
"2735",9,8
"2736",0,1
"2737",0,6
"2738",0,2
"2739",10,160
"2740",17,222
"2741",2,2
"2742",99,91
"2743",12,182
"2744",22,69
"2745",65,81
"2746",162,33
"2747",1,2
"2748",1,2
"2749",60,456
"2750",65,118
"2751",0,1
"2752",74,2
"2753",9,8
"2754",6,92
"2755",56,642
"2756",15,5
"2757",288,119
"2758",3,4
"2759",2,20
"2760",44,519
"2761",10,15
"2762",5,0
"2763",10,23
"2764",9,102
"2765",7,29
"2766",283,1981
"2767",11,48
"2768",7,6
"2769",0,12
"2770",35,179
"2771",41,50
"2772",8,9
"2773",112,72
"2774",6,54
"2775",36,113
"2776",25,517
"2777",64,900
"2778",15,37
"2779",31,50
"2780",82,1539
"2781",3,6
"2782",185,2734
"2783",19,96
"2784",27,11
"2785",3,5
"2786",183,88
"2787",1,0
"2788",1040,664
"2789",3,45
"2790",253,278
"2791",137,1306
"2792",2,137
"2793",30,82
"2794",8,25
"2795",9,9
"2796",2,36
"2797",17,53
"2798",4,74
"2799",24,59
"2800",155,36
"2801",108,398
"2802",152,121
"2803",129,129
"2804",5,7
"2805",5,22
"2806",0,5
"2807",76,28
"2808",10,13
"2809",67,390
"2810",0,9
"2811",89,152
"2812",103,203
"2813",19,6
"2814",7,74
"2815",161,373
"2816",75,3
"2817",122,725
"2818",49,24
"2819",137,219
"2820",4,27
"2821",201,406
"2822",89,49
"2823",15,52
"2824",52,2529
"2825",5,38
"2826",85,219
"2827",5,1
"2828",413,361
"2829",25,37
"2830",29,35
"2831",58,76
"2832",10,2
"2833",13,13
"2834",62,187
"2835",247,1363
"2836",1,4
"2837",1,2
"2838",5,21
"2839",3,25
"2840",17,14
"2841",22,295
"2842",5,48
"2843",68,60
"2844",42,490
"2845",7,98
"2846",58,337
"2847",36,87
"2848",3,1
"2849",152,30
"2850",6,18
"2851",49,58
"2852",63,516
"2853",5,81
"2854",117,133
"2855",5,36
"2856",21,22
"2857",99,1377
"2858",3,2
"2859",13,36
"2860",1,34
"2861",12,41
"2862",14,108
"2863",6,10
"2864",15,35
"2865",13,20
"2866",110,139
"2867",3,19
"2868",26,761
"2869",18,0
"2870",368,11
"2871",80,1016
"2872",19,40
"2873",1838,5077
"2874",4,4
"2875",108,183
"2876",25,68
"2877",27,518
"2878",1,4
"2879",4,14
"2880",8,22
"2881",191,79
"2882",3,19
"2883",91,51
"2884",42,230
"2885",58,58
"2886",2,22
"2887",19,63
"2888",34,207
"2889",0,3
"2890",3,0
"2891",9,187
"2892",71,749
"2893",8,0
"2894",7,9
"2895",4,31
"2896",3,15
"2897",108,298
"2898",214,149
"2899",26,52
"2900",1,24
"2901",0,8
"2902",5,35
"2903",13,90
"2904",10,52
"2905",17,7
"2906",1,15
"2907",922,192
"2908",13,147
"2909",75,2
"2910",353,3047
"2911",82,727
"2912",36,176
"2913",30,316
"2914",2,30
"2915",107,49
"2916",12,76
"2917",109,1266
"2918",125,1390
"2919",11,30
"2920",58,2
"2921",1,4
"2922",100,39
"2923",0,5
"2924",0,1
"2925",3,57
"2926",20,164
"2927",7,15
"2928",141,645
"2929",66,1038
"2930",38,154
"2931",0,3
"2932",724,1891
"2933",20,34
"2934",41,131
"2935",2,9
"2936",101,863
"2937",23,91
"2938",5,3
"2939",44,210
"2940",59,394
"2941",15,5
"2942",109,134
"2943",3,4
"2944",8,105
"2945",55,610
"2946",9,142
"2947",11,13
"2948",17,57
"2949",3,18
"2950",41,44
"2951",1047,1943
"2952",1,52
"2953",0,58
"2954",2,1
"2955",4,46
"2956",48,62
"2957",51,36
"2958",81,53
"2959",3,7
"2960",52,204
"2961",0,3
"2962",1,1
"2963",12,22
"2964",1,2
"2965",30,81
"2966",6,0
"2967",9,51
"2968",0,3
"2969",11,26
"2970",580,1072
"2971",14,13
"2972",675,383
"2973",15,68
"2974",3,35
"2975",247,224
"2976",21,73
"2977",28,31
"2978",2,13
"2979",9,5
"2980",86,105
"2981",8,30
"2982",19,331
"2983",279,393
"2984",0,6
"2985",60,252
"2986",17,136
"2987",32,78
"2988",12,9
"2989",11,42
"2990",1,1
"2991",0,1
"2992",4,7
"2993",1,6
"2994",1,19
"2995",4,195
"2996",16,71
"2997",0,2
"2998",99,405
"2999",1,19
"3000",5,13
"3001",14,71
"3002",8,13
"3003",9,106
"3004",1886,6785
"3005",360,149
"3006",3,70
"3007",9,21
"3008",9,27
"3009",1,0
"3010",10,18
"3011",17,1
"3012",21,106
"3013",3,7
"3014",237,273
"3015",15,29
"3016",1,5
"3017",2,3
"3018",24,71
"3019",10,13
"3020",24,49
"3021",1,5
"3022",1275,2139
"3023",2,15
"3024",3,50
"3025",33,86
"3026",0,7
"3027",88,53
"3028",151,1087
"3029",62,363
"3030",73,56
"3031",12,23
"3032",1,0
"3033",9,18
"3034",9,40
"3035",15,788
"3036",11,12
"3037",15,88
"3038",49,270
"3039",17,27
"3040",132,147
"3041",18,70
"3042",28,20
"3043",10,29
"3044",1023,1121
"3045",166,111
"3046",5,7
"3047",158,172
"3048",306,855
"3049",56,594
"3050",17,69
"3051",26,86
"3052",18,19
"3053",177,61
"3054",31,374
"3055",47,47
"3056",15,226
"3057",3,8
"3058",6,40
"3059",540,4966
"3060",1,41
"3061",175,37
"3062",2,8
"3063",14,21
"3064",437,2745
"3065",30,303
"3066",85,74
"3067",97,726
"3068",261,3152
"3069",52,73
"3070",10,37
"3071",2,3
"3072",1,4
"3073",0,5
"3074",60,54
"3075",16,12
"3076",86,326
"3077",20,347
"3078",1,30
"3079",2,1
"3080",37,216
"3081",1,5
"3082",4,9
"3083",18,8
"3084",10,74
"3085",17,65
"3086",1,34
"3087",14,5
"3088",71,425
"3089",2,9
"3090",37,42
"3091",2,7
"3092",0,6
"3093",71,47
"3094",17,11
"3095",1499,611
"3096",1,2
"3097",1,1
"3098",32,192
"3099",48,291
"3100",88,962
"3101",6,30
"3102",9,21
"3103",13,48
"3104",5,15
"3105",55,118
"3106",2,37
"3107",3,3
"3108",39,488
"3109",97,454
"3110",0,2
"3111",18,87
"3112",3,12
"3113",143,75
"3114",5,160
"3115",81,76
"3116",126,1815
"3117",2,1
"3118",0,13
"3119",9,21
"3120",15,1
"3121",0,5
"3122",4,0
"3123",58,105
"3124",0,4
"3125",30,189
"3126",3,40
"3127",4,45
"3128",68,278
"3129",6,99
"3130",15,56
"3131",3,2
"3132",9,51
"3133",56,158
"3134",938,453
"3135",37,47
"3136",91,104
"3137",145,92
"3138",8,62
"3139",302,617
"3140",0,2
"3141",0,3
"3142",70,18
"3143",12,366
"3144",0,2
"3145",84,204
"3146",24,11
"3147",3,19
"3148",18,103
"3149",13,18
"3150",2,10
"3151",2850,2122
"3152",5,14
"3153",10,15
"3154",39,3457
"3155",126,1327
"3156",2,6
"3157",18,113
"3158",0,1
"3159",12,15
"3160",110,318
"3161",129,272
"3162",0,1
"3163",1,6
"3164",46,115
"3165",25,13
"3166",18,9
"3167",1,28
"3168",12,32
"3169",2,3
"3170",23,464
"3171",221,405
"3172",19,82
"3173",57,212
"3174",58,94
"3175",5,14
"3176",63,178
"3177",3,4
"3178",17,15
"3179",3,5
"3180",1,11
"3181",4,7
"3182",2,2
"3183",34,280
"3184",22,623
"3185",81,510
"3186",36,242
"3187",27,30
"3188",4,5
"3189",8,26
"3190",6,94
"3191",4,71
"3192",254,762
"3193",52,451
"3194",25,75
"3195",0,1
"3196",0,5
"3197",3,5
"3198",3,11
"3199",4,16
"3200",0,4
"3201",168,829
"3202",0,9
"3203",20,21
"3204",19,255
"3205",16,94
"3206",13,90
"3207",40,169
"3208",38,62
"3209",4,27
"3210",0,1
"3211",22,136
"3212",134,87
"3213",2,29
"3214",1,15
"3215",83,7
"3216",1,2
"3217",11,173
"3218",51,182
"3219",31,727
"3220",55,515
"3221",63,93
"3222",99,255
"3223",7,28
"3224",13,7
"3225",11,17
"3226",141,76
"3227",61,887
"3228",9,7
"3229",41,43
"3230",26,30
"3231",10,24
"3232",32,94
"3233",9,9
"3234",2,8
"3235",1,13
"3236",19,8
"3237",10,17
"3238",589,3402
"3239",12,20
"3240",156,322
"3241",89,755
"3242",1,1
"3243",141,208
"3244",23,50
"3245",1199,1317
"3246",35,66
"3247",5,6
"3248",14,35
"3249",8,11
"3250",411,774
"3251",15,2
"3252",6,48
"3253",1,5
"3254",5,16
"3255",1,4
"3256",0,3
"3257",228,2612
"3258",103,70
"3259",28,65
"3260",8,90
"3261",10,34
"3262",10,39
"3263",0,1
"3264",5,73
"3265",3,44
"3266",3,21
"3267",31,16
"3268",10,0
"3269",12,144
"3270",7,23
"3271",175,3
"3272",341,966
"3273",4,2
"3274",5,8
"3275",11,10
"3276",53,89
"3277",51,256
"3278",322,957
"3279",14,76
"3280",38,319
"3281",46,102
"3282",447,977
"3283",7,82
"3284",35,154
"3285",27,394
"3286",1,6
"3287",0,3
"3288",19,63
"3289",29,13
